rank,name,number_students,student_staff_ratio,intl_students,overall_score,teaching_score,research_score,citations_score,industry_income_score,international_outlook_score,tahun
51,University of Wisconsin-Madison,39154,10,0.13,72,68.8,70.3,85.3,46.3,47.4,2020
52,Washington University in St Louis,13401,7.5,0.2,71.5,64.2,57.5,98.8,40.7,57.1,2020
53,Brown University,9391,10.8,0.2,70,64,56.1,94.9,36.5,61.4,2020
54,University of North Carolina at Chapel Hill,35419,9.4,0.08,69.9,59.7,63.2,96.9,43.9,38,2020
55,"University of California, Davis",39164,12,0.14,69.7,62.4,66.9,83.2,51.4,62.4,2020
56,University of Manchester,37038,14.4,0.4,69.7,56.9,63.8,85.2,44.7,91,2020
57,"University of California, Santa Barbara",24089,27.6,0.16,69.6,47.9,63.6,96.4,84.5,68.1,2020
58,Chinese University of Hong Kong,18340,18.6,0.32,69.6,55.8,62.8,84.5,55.2,97.8,2020
59,Wageningen University & Research,13914,21.3,0.27,69.4,49.3,57.1,96.1,100,81.9,2020
60,University of Sydney,45111,20.1,0.39,69.3,51,61.5,90.7,67.7,89.2,2020
61,Boston University,25662,11.6,0.27,68.5,57.3,55.6,95.7,41.4,64.4,2020
62,University of Amsterdam,26723,13.5,0.18,68.1,48,63.4,91.2,45.3,82,2020
63,University of Southern California,36929,11.7,0.25,68.1,54.7,59.3,93.1,39.7,66.2,2020
64,Seoul National University,26182,12.4,0.12,68,72.3,71.6,66.5,86.6,35.8,2020
65,Kyoto University,22566,9,0.09,67.7,73.7,78.1,59.9,66.2,33.7,2020
66,University of Queensland,39144,35.7,0.34,67.4,49.3,58.7,86.8,80.9,92.5,2020
67,Delft University of Technology,18743,20.2,0.3,66.7,55.3,72.3,63.2,99.4,92.8,2020
68,Leiden University,28741,18.7,0.16,66.7,48.3,65,83.1,72.7,79.4,2020
69,Erasmus University Rotterdam,23167,20.4,0.23,66.3,39.4,57.3,97.1,63.6,87.3,2020
70,Ohio State University (Main campus),54372,12.5,0.13,66.1,57.5,56.1,87.3,53.3,59.5,2020
71,UNSW Sydney,44336,35.7,0.41,65.9,50.2,58.2,82.9,57.9,93.7,2020
72,McMaster University,24412,28.1,0.17,65.4,44.5,50.1,94.8,94,82.7,2020
73,University of Groningen,27228,23.8,0.21,65.1,42.3,55.6,91.6,79.8,82.5,2020
74,Humboldt University of Berlin,33463,56.1,0.17,65,61.8,66.8,67.9,40.2,67.8,2020
75,Monash University,52989,33.9,0.39,64.7,47.3,56.6,83.8,67.2,89.9,2020
76,Utrecht University,31833,14.2,0.09,64.7,44.1,61.2,88.4,65.3,65.5,2020
77,University of Warwick,20599,13.2,0.41,64.6,46.9,52.7,88.8,42.8,93.8,2020
78,Penn State (Main campus),46204,15.3,0.16,64.2,55.2,67.1,75.7,52.1,47.4,2020
79,University of Minnesota,61120,12.4,0.11,64.1,55.2,59.3,82.7,78.2,40.2,2020
80,Charité - Universitätsmedizin Berlin,7076,17.6,0.19,64,47.6,47.3,94.9,92.7,63.5,2020
81,Emory University,12735,4,0.2,64,56,40.4,98.8,45.4,57.9,2020
82,University of Science and Technology of China,16245,7.7,0.04,64,64.6,59.5,74.7,79.6,31.3,2020
83,Sorbonne University,43076,13.5,0.19,64,62.3,50.6,79.9,38.4,69.2,2020
84,Michigan State University,44789,16.5,0.16,63.9,56.6,57.4,80,37.8,63.3,2020
85,University of Montreal,36794,20.2,0.22,63.4,48.2,49.7,86.4,70,84.1,2020
86,University of Freiburg,21475,42.8,0.23,63.3,49.1,51.6,83.1,100,75.7,2020
87,University of Bristol,21783,13.6,0.27,63.2,41.8,48.4,95.5,40.9,86.6,2020
88,Purdue University West Lafayette,40451,15.7,0.23,63.1,57.5,66.4,63,64.3,72,2020
89,Sungkyunkwan University (SKKU),23342,19.5,0.15,63,57.6,61.2,70.3,97.3,51.1,2020
90,University of Zurich,22609,12.3,0.21,62.8,47,46.7,88.2,53,92.2,2020
91,"University of Maryland, College Park",33108,16.6,0.11,62.7,46.9,59.1,89.6,39.2,41.2,2020
92,University of Tübingen,27901,37.5,0.14,62.7,51.2,56.2,80.1,67,64,2020
93,École Polytechnique,3030,5.7,0.4,62.5,59.6,49.1,70.2,69.6,95.2,2020
94,University of Basel,11518,15.8,0.27,62.4,43,41.2,91.4,99.4,96.1,2020
95,Dartmouth College,6247,7.7,0.15,62.4,58.4,39.9,96.4,41,39.6,2020
96,"University of California, Irvine",32706,16.5,0.26,62.3,43.3,46.5,94.9,58.9,71.9,2020
97,University of Helsinki,22072,16.6,0.05,62.3,43.4,59.3,88.1,38.1,55.1,2020
98,Lund University,27266,12.1,0.19,62.3,40.7,54.3,86.3,81,77.7,2020
99,University of Glasgow,25357,15.4,0.37,62.2,41.1,47.9,91.8,40,92.3,2020
100,RWTH Aachen University,45377,61.1,0.21,62.2,55.6,61.5,67.3,98.1,59,2020
101,University of Copenhagen,31219,4.3,0.17,62.1,48.1,44.1,89.6,48.1,85.4,2020
102,Georgetown University,16279,8.5,0.18,61.9,57.3,37.9,93.9,62.5,47.2,2020
103,Uppsala University,25438,16.7,0.15,61.9,41.6,56.4,85,74.6,68.1,2020
104,University of Arizona,39124,18.4,0.1,61.8,52.6,53.7,85.3,52.7,40.2,2020
105,University of Bonn,36352,67.7,0.13,61.6,47.6,47,88,93.3,60.3,2020
106,Rice University,6667,8.9,0.28,61.6,49.1,39.7,93.7,45.4,77,2020
107,University of Virginia (Main campus),23116,8.6,0.12,61.5,54.4,43.5,91.3,41.6,48.9,2020
108,Zhejiang University,33427,10.7,0.22,61.5,66,64.7,50.6,100,61.8,2020
109,Fudan University,32537,11.2,0.12,61.4,61.9,58.6,68.1,58.6,44.8,2020
110,Korea Advanced Institute of Science and Technology (KAIST),9481,10.2,0.08,61.3,62.6,66.4,58.1,99.9,35.5,2020
111,Queen Mary University of London,17799,14.1,0.43,61.3,35.3,43.1,98,44.1,96.7,2020
112,University of Birmingham,29542,15.5,0.29,60.9,39.6,45.6,92.1,39.3,89.2,2020
113,University of Bern,11090,16.5,0.16,60.4,44.5,41.2,86.6,85,87.3,2020
114,University of Pittsburgh-Pittsburgh campus,26652,5.8,0.11,60.4,47.4,45.5,95.1,40.7,39.3,2020
115,Aarhus University,26842,14.4,0.09,60.3,37.2,54,85.4,66.7,74.8,2020
116,Vanderbilt University,12006,3,0.14,60.2,48.7,42.1,95.4,47.5,43,2020
117,Free University of Berlin,35894,58.2,0.21,60.1,57.2,63.3,58.4,42.4,71.6,2020
118,University of Sheffield,26218,15,0.34,60.1,45.2,46.4,83,45.8,87.3,2020
119,Case Western Reserve University,10654,8.8,0.23,60,48.4,39.9,95.3,42.1,52.2,2020
120,University of Adelaide,21093,29.9,0.29,59.9,34.3,41.6,95.3,64.8,91.7,2020
121,National Taiwan University,27254,11.1,0.11,59.9,57,62.7,64,65.4,41.9,2020
122,University of Southampton,23863,13.7,0.34,59.8,40.2,44.3,88,40.1,94.2,2020
123,Ghent University,38080,37,0.1,59.7,43.3,55.5,78.4,80.9,59.5,2020
124,University of Colorado Boulder,33186,16.3,0.11,59.6,44.8,45.6,93.1,41.7,47.3,2020
125,University of Göttingen,30773,29.1,0.13,59.5,49.6,48.6,82,37,60.9,2020
126,City University of Hong Kong,9587,11,0.45,59.3,41,48.9,77.6,62.4,99.6,2020
127,Maastricht University,16857,18.6,0.54,59,40.2,48.3,77,82.9,97.6,2020
128,Radboud University Nijmegen,20024,17.5,0.14,58.9,36,49.9,88.2,46.2,73,2020
129,University of York,16058,14.9,0.24,58.9,40.3,46.6,85.1,36.4,85.4,2020
130,University of Paris,61390,15.5,0.17,58.8,52,36.1,88.3,35.6,66.6,2020
131,University of Oslo,20783,12.6,0.17,58.7,39.6,43.8,90,40.7,75.5,2020
132,University of Western Australia,18400,23.2,0.29,58.7,32.5,43.9,91,57,94.3,2020
133,Durham University,16963,14.8,0.3,58.5,45.5,47.8,75.5,37.9,91.7,2020
134,Indiana University,66872,13.6,0.15,58.4,50.8,49.7,76.7,49.8,53.5,2020
135,University of Vienna,33547,40.2,0.27,58.4,48.1,55.3,64.6,37.1,94.2,2020
136,University of Alberta,31919,21,0.26,58.2,47.9,48.8,70.3,60.5,87.5,2020
137,University of Cape Town,21812,11.9,0.17,58.2,33.2,42.8,90.3,85.3,81.8,2020
138,Vrije Universiteit Amsterdam,23025,16.5,0.1,58.1,35.7,48.1,88.4,52.5,68.8,2020
139,Lancaster University,12657,12.5,0.38,58,34.7,39.4,92.5,36,94.2,2020
140,Tufts University,11017,9.8,0.16,58,49.1,34.2,94.4,38.6,49.6,2020
141,University of Ottawa,35365,24.7,0.19,57.9,41.3,42,86.2,46.5,77.7,2020
142,Ulm University,10629,27.7,0.13,57.9,40.6,36.6,94.9,75.7,57.5,2020
143,Pompeu Fabra University,11636,21.6,0.13,57.8,37.7,40.1,94.4,44.5,66.5,2020
144,University of Geneva,16935,15.6,0.39,57.6,38.1,43.7,80.4,63.3,98.4,2020
145,Nanjing University,34569,15.5,0.1,57.6,50.7,48,71.8,84.9,57.8,2020
146,University of Exeter,21451,17.6,0.28,57.4,33.9,38.9,92.4,37.8,91.9,2020
147,Pohang University of Science and Technology (POSTECH),3215,10.3,0.03,57.4,51.7,50.9,72.2,99.6,32.9,2020
148,University of Sussex,14978,16.1,0.39,57.4,35.3,37.9,91.8,35.9,93.6,2020
149,University of Hamburg,30375,59.3,0.12,57.3,44.4,49.8,74,98.5,58.1,2020
150,Sant’Anna School of Advanced Studies – Pisa,776,12.4,0.19,57.3,45,42.3,82.5,84.7,56,2020
151,Technical University of Berlin,22622,60.6,0.24,57.3,50.4,53.9,62.3,92.7,66.2,2020
152,Université Catholique de Louvain,26235,39.3,0.2,57.2,38.8,51.5,75.7,53.7,80.5,2020
153,University of Nottingham,29699,14.6,0.29,57.2,42.7,42.6,80.3,39.4,87.5,2020
154,Scuola Normale Superiore di Pisa,558,6.8,0.11,57.2,57.2,38.1,79.2,35.9,52.8,2020
155,Arizona State University (Tempe),46683,21.1,0.21,57.1,39.3,50.7,81.6,38.5,61.8,2020
156,University of Leeds,30236,14.2,0.29,57.1,41.1,45.9,78,39.9,87.5,2020
157,Autonomous University of Barcelona,31877,12.6,0.16,56.9,40.9,36.1,92.9,44.8,64.3,2020
158,University of Cologne,36965,36.5,0.16,56.9,43.6,42.9,81.5,70.6,62.9,2020
159,University of Mannheim,10730,79.9,0.18,56.9,41.9,50,78.2,58.6,58.5,2020
160,University of Notre Dame,12104,13.7,0.12,56.9,52.9,46.2,73.5,38.1,55.3,2020
161,Shanghai Jiao Tong University,38853,11.1,0.13,56.9,58,63,47.9,99.9,49.8,2020
162,TU Dresden,32309,34.2,0.14,56.9,46.5,48.5,73,94.1,55.8,2020
163,University of Würzburg,24082,36.6,0.1,56.8,38.7,42.4,87.5,65.6,61.5,2020
164,Trinity College Dublin,16853,21.9,0.3,56.4,41.7,43.9,75.4,41.2,94.4,2020
165,University of Liverpool,23057,13.8,0.33,56.3,35.2,37.5,88.8,38.8,92.2,2020
166,Bielefeld University,24875,77.5,0.08,56.1,36.1,42.7,91.1,59.4,48.6,2020
167,University of Leicester,14645,14.3,0.32,56.1,30.1,34.8,96.2,38.1,90.7,2020
168,University of Aberdeen,12399,15.7,0.39,56,30.4,33.3,95.2,45.8,95.7,2020
169,University of Bologna,65819,24,0.12,56,51.5,34.8,83.8,45.1,50.7,2020
170,"Rutgers, the State University of New Jersey",44801,11.2,0.17,56,47.8,48.5,73.9,41.1,51.5,2020
171,Hong Kong Polytechnic University,20388,23.1,0.25,55.9,41,46.6,71.8,42.3,94.1,2020
172,University of Alabama at Birmingham,16927,16.7,0.06,55.7,39.2,33.6,97.3,74.8,37.4,2020
173,Northeastern University,19575,13.9,0.35,55.6,38,27.9,97.5,38,75,2020
174,University of Rochester,9824,4.2,0.31,55.6,43.4,30.3,91.4,40.9,67.2,2020
175,University of Florida,46642,16.8,0.1,55.4,54,53.8,61.9,57.9,40,2020
176,Karlsruhe Institute of Technology,27255,25.6,0.22,55.4,45.4,47.8,66.5,91.3,69.1,2020
177,Stockholm University,27185,19.5,0.14,55.4,30,46.4,85,36.6,81.3,2020
178,Texas A&M University,60818,24.8,0.08,55.3,49.3,54.8,62.8,45.3,54.3,2020
179,University of Auckland,32821,22.1,0.32,55.2,31.4,43.9,80.2,62.4,94,2020
180,"University of California, Santa Cruz",18783,23,0.1,55.2,33.1,34.9,97.7,39.1,60.6,2020
181,Korea University,22965,16,0.22,55.2,48.4,50.2,64.5,93.9,52,2020
182,Queensland University of Technology,34871,38.2,0.16,55.2,31.9,40.3,86.4,62.4,81.4,2020
183,University of Erlangen-Nuremberg,38111,57,0.12,54.9,41.1,45.8,75.2,89.6,52.9,2020
184,Aalto University,12195,18.6,0.26,54.8,41.8,39.4,76.7,48.3,82.3,2020
185,Technical University of Denmark,9265,6.6,0.25,54.8,39.4,40.2,73.8,71.6,92.8,2020
186,Eindhoven University of Technology,8917,20.7,0.19,54.7,44.6,48.8,61,99.8,78.3,2020
187,University of Gothenburg,19677,10.2,0.13,54.7,27.5,41.5,93.5,40.1,65.7,2020
188,Télécom Paris,923,5.6,0.39,54.6,42.6,38.3,74.4,76.6,81.7,2020
189,Lomonosov Moscow State University,29235,7.3,0.29,54.3,78.2,63,15.6,90.7,66.6,2020
190,University of Münster,43835,43.4,0.08,54.3,41,42.5,81.3,47.5,48.7,2020
191,Tel Aviv University,22414,22.3,0.07,54.3,41.3,51.3,71.2,41.8,54.7,2020
192,University of East Anglia,15195,13.9,0.28,54.2,28.3,30.1,97.2,35.7,87.7,2020
193,University of Canberra,10823,36.2,0.32,54.1,25.2,31.1,99.2,38.6,86.9,2020
194,University of Duisburg-Essen,42698,53,0.19,54,34.4,32.8,91.8,71.6,60,2020
195,University of Technology Sydney,26385,43.4,0.34,54,33.5,42.9,75.3,50.3,96.1,2020
196,University of the Witwatersrand,28521,26.3,0.08,54,31.2,43.2,78.8,100,73.7,2020
197,Yonsei University (Seoul campus),17744,14.6,0.22,53.9,51.2,52.6,53,98.9,58.4,2020
198,University of Antwerp,15166,29.3,0.17,53.8,35.6,44.5,75.8,72.2,69.6,2020
199,Cardiff University,25501,13.5,0.27,53.8,32.5,35.5,87.1,37.8,85.1,2020
200,George Washington University,23488,13.1,0.18,53.8,48.6,32.4,81.5,35,55.5,2020
201,University of Lausanne,12197,9.6,0.24,53.8,33.1,44.2,73.3,67.8,92.7,2020
202,University of St Andrews,9213,12.7,0.46,53.8,42.2,41.8,67.8,37.6,96.6,2020
203,Aalborg University,16340,13.6,0.15,53.7,28.5,39.1,87.1,48,75.1,2020
204,University of Barcelona,46214,11.8,0.1,53.7,37.3,32.5,87.6,41.2,54.7,2020
205,University of Bergen,14007,12.5,0.14,53.7,29.5,29.4,94.1,37.1,78.3,2020
206,Brandeis University,5375,12.2,0.27,53.7,28.5,22.9,100,35.6,53.4,2020
207,University of Calgary,28560,16,0.19,53.7,33.9,34.2,84.7,48.1,77.2,2020
208,Copenhagen Business School,16317,30.9,0.25,53.7,25.3,32.4,83.7,43.6,92.2,2020
209,University of Dundee,12122,17.6,0.22,53.7,24.8,31.2,90.5,46.5,80.4,2020
210,École Normale Supérieure de Lyon,2362,8.9,0.13,53.7,45.2,43.5,63.9,47,70.7,2020
211,Griffith University,34120,23.6,0.17,53.7,25.5,32.7,86,42,81.8,2020
212,University of Hawai’i at Mānoa,15054,10.8,0.1,53.7,36.3,38.9,73.8,51.5,65.5,2020
213,Hebrew University of Jerusalem,16137,12,0.05,53.7,48.2,45.1,62.3,41.4,60.3,2020
214,University of Hohenheim,9234,37.8,0.15,53.7,34.4,31,92,50,55.7,2020
215,Howard University,8449,7.5,0.08,53.7,42.8,15.3,99,34.4,34,2020
216,University of Iowa,28945,11.6,0.12,53.7,43.1,29.5,82.3,54,46.5,2020
217,James Cook University,11491,21.2,0.11,53.7,23.3,28.4,93.3,45.9,75.7,2020
218,King Abdulaziz University,32853,7.9,0.21,53.7,29.5,16.5,96.4,78.9,93.1,2020
219,University of Konstanz,11387,56.1,0.13,53.7,38.8,44.2,66.4,72.1,65.6,2020
220,KTH Royal Institute of Technology,12659,15.7,0.2,53.7,40.5,42.7,62.3,50.5,89,2020
221,Université Libre de Bruxelles,27194,36.2,0.34,53.7,30.2,41.5,73.6,42.7,87,2020
222,University of Luxembourg,4654,18.7,0.49,53.7,37.9,36.5,75.8,45.2,99.7,2020
223,Macquarie University,30234,68.6,0.29,53.7,37.8,42.6,71.8,53.1,83.9,2020
224,University of Massachusetts,61204,13,0.15,53.7,38.5,31.1,87,49.9,61.7,2020
225,Medical University of Graz,3352,10.9,0.24,53.7,30.9,25.1,91.7,62.1,74.2,2020
226,Medical University of Vienna,7142,8.1,0.3,53.7,33.4,23.5,90.3,53,78.8,2020
227,University of Miami,15971,6.3,0.16,53.7,44,25.2,83.2,41.3,59.1,2020
228,Moscow Institute of Physics and Technology,5716,11.2,0.15,53.7,53.3,45.6,47.2,99.9,58.7,2020
229,Newcastle University,22691,14.1,0.27,53.7,31.5,36.2,85.5,41.7,87.8,2020
230,University of Otago,18196,20,0.21,53.7,30.2,32.1,84.7,37,89.8,2020
231,University of Padua,45169,21.3,0.04,53.7,42.5,30.9,80.2,38.4,45.1,2020
232,Paris-Sud University,28726,14.5,0.17,53.7,33.7,32.3,85.9,35.1,65.3,2020
233,Queen’s University Belfast,17747,17.2,0.36,53.7,31.2,35.5,83.7,38.7,96.4,2020
234,University of Reading,14107,14.9,0.31,53.7,32.1,35.2,76.9,40.3,91.9,2020
235,Royal College of Surgeons in Ireland (RCSI),2265,21.1,0.65,53.7,30.1,26.9,90,47.5,93.7,2020
236,"St George’s, University of London",3226,14.7,0.21,53.7,24,22,98.2,36.9,79.6,2020
237,University of South Florida (Tampa),33885,18.9,0.14,53.7,30.5,34.2,87.3,89,54.7,2020
238,Tilburg University,8033,21.4,0.15,53.7,36.8,48.8,62.1,55.9,78.2,2020
239,University of Twente,7584,13.9,0.32,53.7,35.2,46.8,55.6,85,90.8,2020
240,Ulsan National Institute of Science and Technology (UNIST),4127,13.9,0.08,53.7,27.8,38.6,91.3,80.5,51.9,2020
241,University College Dublin,22541,23.1,0.29,53.7,30.8,36.5,73.6,43.9,92.5,2020
242,University of Utah,30365,14.2,0.08,53.7,39,34.7,86.4,48.3,33,2020
243,Virginia Polytechnic Institute and State University,32838,18.3,0.14,53.7,37.5,42.3,70.9,47.5,54,2020
244,Vita-Salute San Raffaele University,2610,10.7,0.03,53.7,38.7,22.4,97.6,35.9,43.1,2020
245,Vrije Universiteit Brussel,11371,28.4,0.22,53.7,37.4,42.3,62.7,87,75.4,2020
246,Wake Forest University,7675,4,0.09,53.7,42.8,18.8,94.1,43.6,31.2,2020
247,University of Waterloo,33519,23.6,0.2,53.7,35,42.1,66.3,45.1,84.1,2020
248,Western University,29865,23.1,0.18,53.7,40.2,35.7,76.4,59.1,80,2020
249,William & Mary,8235,11.4,0.09,53.7,47.5,21.1,87.4,35.3,37.3,2020
250,University of Wollongong,18642,31.5,0.29,53.7,29.9,35,75.5,55.7,93.4,2020
251,Alfaisal University,2566,10.4,0.34,50,19.6,21.2,95,50.4,98.1,2020
252,Auckland University of Technology,18035,17.1,0.47,50,19.7,18.4,98,36.7,95.8,2020
253,Autonomous University of Madrid,29576,13.4,0.14,50,40.1,28.7,74.5,38.6,51.5,2020
254,University of Bath,13825,16.4,0.32,50,28.6,31.1,75.7,37.5,90.3,2020
255,Brighton and Sussex Medical School,879,11.3,0.15,50,15.9,19.9,100,34.4,77.7,2020
256,University at Buffalo,25849,17.4,0.17,50,37.2,32.7,73.8,42.1,64.7,2020
257,"University of California, Riverside",22272,18,0.14,50,31.2,30.3,85.9,39.4,64.7,2020
258,Chalmers University of Technology,9209,12.5,0.17,50,36.1,42.1,60,74.1,82.9,2020
259,University of Cincinnati,28434,20.4,0.09,50,35.5,30.8,83.9,39.4,40.9,2020
260,Curtin University,29214,20.2,0.31,50,23.4,30.4,83.2,44.8,94.2,2020
261,Dalhousie University,15196,14.7,0.23,50,27.7,29.6,79.5,44.4,85.4,2020
262,University of Delaware,20566,17,0.1,50,28.5,38.2,71.5,90.6,47.2,2020
263,École des Ponts ParisTech,2005,11.3,0.44,50,39.9,24.5,73.1,57.5,82.3,2020
264,University of Essex,11923,16.1,0.39,50,31.6,34.3,68.6,35,96.5,2020
265,Flinders University,16844,25.8,0.34,50,22.5,29.9,84.4,37.7,88,2020
266,Florida State University,38520,24.1,0.07,50,38,40.1,69.2,39.4,43.5,2020
267,George Mason University,29377,18,0.1,50,29.9,26.3,89.5,35.8,46.2,2020
268,Heriot-Watt University,9189,17.2,0.35,50,28.4,26.7,75.2,42,94,2020
269,Higher School of Economics,22111,13.1,0.09,50,35.9,37.3,78.1,56.5,42,2020
270,University of Illinois at Chicago,27031,11.5,0.2,50,45,33.4,69.7,43.2,54.9,2020
271,University of Kiel,26412,22.2,0.08,50,30.6,27.5,86.8,34.4,54.9,2020
272,La Trobe University,22292,33.9,0.29,50,27.1,33.1,73.3,51.3,83.8,2020
273,Laval University,29250,17.3,0.13,50,40.1,31.8,67.6,59.6,69.2,2020
274,Macau University of Science and Technology,9924,24.4,0.79,50,27.1,22.4,83,34.8,99.6,2020
275,Medical University of Innsbruck,2966,4.3,0.44,50,30.5,14.2,89.1,51.5,93.9,2020
276,"National University of Ireland, Galway",13911,26.6,0.17,50,27.1,29.9,76.3,42.4,79.8,2020
277,University of Navarra,10833,13,0.22,50,30.4,27.9,80.3,85.5,65.1,2020
278,University of Oregon,22143,10.8,0.12,50,34,29.3,83.7,34.7,37,2020
279,Oregon Health and Science University,2895,1,0.03,50,35.7,16.7,99.7,47.6,26.6,2020
280,University of Oulu,10086,30,0.06,50,30.3,34.4,76.4,43,54.3,2020
281,University of Passau,11387,86.6,0.12,50,32.8,39.3,75.5,47.5,59.1,2020
282,University of Potsdam,20063,53.9,0.11,50,36.8,40.8,65.2,56.2,57.4,2020
283,Queen’s University,23306,25.1,0.13,50,41.5,37.8,62.6,65.7,66.3,2020
284,"Royal Holloway, University of London",9503,15.2,0.36,50,30.6,30.2,73.4,37.1,92.8,2020
285,Ruhr University Bochum,43015,60.5,0.14,50,39.7,45,57.9,54.5,55,2020
286,University of São Paulo,83214,15.9,0.04,50,56.4,54,40.6,39.9,33.9,2020
287,Sapienza University of Rome,71318,21.3,0.06,50,40.4,40,69.8,43.6,40.5,2020
288,Simon Fraser University,26521,27.3,0.3,50,24.1,35.5,75.3,47,91.1,2020
289,University of South Australia,20268,30.5,0.25,50,31.5,39.4,65.8,82.5,89.3,2020
290,University of Southern Denmark,21281,12.1,0.17,50,21.4,28.1,85.1,69.7,80.9,2020
291,Stellenbosch University,24308,26.1,0.08,50,29.5,34.6,74.4,59.1,54.8,2020
292,University of Stuttgart,26004,45.8,0.2,50,41.8,45.4,52.4,61.1,53.1,2020
