rank,name,number_students,student_staff_ratio,intl_students,overall_score,teaching_score,research_score,citations_score,industry_income_score,international_outlook_score,tahun
60,The University of Queensland,"38,892",35.4,0.25,67.2,49.7,60.1,86.1,70.6,88.6,2017
61,University of Southern California,"38,466",13.6,0.23,67.2,50.5,60,94.7,39.4,62.7,2017
62,The University of Sydney,"42,678",19,0.29,67.2,51.3,63.2,83.2,63.9,83.7,2017
63,University of Amsterdam,"25,344",14.3,0.10,67.1,49.4,62,90.3,54.6,69.3,2017
64,Boston University,"24,714",8.4,0.19,66.9,60.2,48.5,97.7,34.4,54.6,2017
65,Wageningen University & Research,"9,535",15.6,0.23,66.6,51.8,50.1,92.8,100,75.6,2017
66,École Normale Supérieure,"1,548",9.6,0.18,65.8,59.8,52.3,85.8,40,72.2,2017
67,"University of Maryland, College Park","31,353",16.8,0.09,65.3,51,63.2,91.1,38.5,36.7,2017
68,Penn State (Main campus),"45,359",12.3,0.13,65,55.6,63.3,82.9,51.9,42.7,2017
69,Erasmus University Rotterdam,"21,854",20.6,0.19,64.6,38.8,56.8,95.6,57.7,77.1,2017
70,Purdue University West Lafayette,"38,788",17.7,0.22,64.5,57.2,66.8,69,62.5,67.7,2017
71,University of Bristol,"18,545",13.6,0.25,64.4,45.9,51.7,92.7,40.9,83.2,2017
72,Ohio State University (Main campus),"52,497",12.8,0.12,64.2,57,53.1,86.2,50.6,54.6,2017
73,Seoul National University,"26,777",13.1,0.11,64.2,70.2,69.8,58.8,85.2,32.4,2017
74,Monash University,"44,217",34.5,0.25,64,49.5,57.4,78.5,76,87.1,2017
75,Free University of Berlin,"32,909",53.9,0.21,63.7,58.1,67.3,66.9,38.9,67.2,2017
76,Chinese University of Hong Kong,"18,433",10.5,0.27,63.6,52.2,60.4,74.6,44.7,84,2017
77,Leiden University,"23,597",17.8,0.11,63.3,46.1,57.9,86.1,47.3,68.1,2017
78,UNSW Sydney,"39,121",26.3,0.32,63,43.2,58.6,81.4,49.7,91,2017
79,RWTH Aachen University,"42,298",54.9,0.17,63,53.3,63.7,71.3,99.4,53.4,2017
80,University of Groningen,"25,281",24.4,0.13,62.2,41.9,55.1,87.1,79.9,66.4,2017
81,University of Pittsburgh-Pittsburgh campus,"26,501",5.9,0.10,62.2,49.2,51.9,94.2,39.6,35.4,2017
82,Dartmouth College,"6,109",6.7,0.15,62,58.6,41.1,94.2,39.9,37.9,2017
83,Emory University,"12,649",4.4,0.19,62,52.9,39.7,97.4,43.2,52.7,2017
84,Technical University of Berlin,"20,548",60.3,0.19,62,49.8,59.3,74.3,98,60.8,2017
85,University of Warwick,"18,560",14.6,0.38,62,46.8,52.6,80.9,40.8,91.4,2017
86,Utrecht University,"31,142",15.6,0.07,61.9,46.1,48.5,90.7,80.7,57.6,2017
87,Rice University,"6,447",9,0.27,61.7,46.9,38.7,99.1,43.4,69.5,2017
88,University of Glasgow,"22,855",15.3,0.32,61.4,40.6,47.8,90.6,39.4,88.6,2017
89,Korea Advanced Institute of Science and Technology (KAIST),"9,327",9.5,0.09,61.3,55.7,53.2,78.5,100,34.3,2017
90,University of Tübingen,"28,074",37.3,0.11,61.3,46,56.2,82.9,56.3,57.8,2017
91,University of Helsinki,"23,369",17,0.06,61.2,47,57.6,83.5,34.9,52.2,2017
92,Kyoto University,"22,547",5.5,0.07,61.2,70.2,70.1,50.4,75.1,28,2017
93,Uppsala University,"25,275",16.6,0.12,61.1,43,57.1,85.2,40.4,59.9,2017
94,Maastricht University,"16,030",18.3,0.47,61,39.2,48.6,84.4,85.7,96,2017
95,University of Freiburg,"25,890",33.7,0.16,60.9,45.9,49.9,83.6,100,61.1,2017
96,Durham University,"15,705",15.3,0.26,60.6,43,49,85,37.4,87,2017
97,Lund University,"28,852",12,0.15,60.6,41.3,53.1,83.2,68.5,74.6,2017
98,Aarhus University,"24,633",13.9,0.14,60.3,39,54.7,83,65.4,75.7,2017
99,University of Basel,"12,560",17.4,0.24,60.3,40.1,36.8,92.4,99.3,94.4,2017
100,"University of California, Irvine","29,304",17.2,0.18,60.3,42.5,45,94.1,45.5,62.3,2017
101,Michigan State University,"45,297",15.8,0.16,59.9,51.6,48.9,81.1,38.5,58.8,2017
102,University of Mannheim,"10,808",84,0.14,59.8,39.1,51.3,88.3,76.4,57.7,2017
103,University of Montreal,"37,651",20.2,0.24,59.7,46.8,47.8,77.4,67.7,85,2017
104,Georgetown University,"15,726",8.6,0.15,59.6,56.7,39.3,84.6,74.4,47.3,2017
105,Pohang University of Science and Technology (POSTECH),"3,017",10,0.04,59.6,53.8,48.7,79.2,99.6,34.2,2017
106,University of Zurich,"26,042",6.1,0.18,59.5,46.4,38.5,87.5,44.2,89.3,2017
107,University of Alberta,"33,159",21.1,0.24,59.4,49.5,53,69.9,61.3,82.7,2017
108,Vanderbilt University,"12,161",3.1,0.09,59.3,50.1,37.3,96.7,73.5,29.8,2017
109,University of Sheffield,"23,960",15.3,0.33,59.1,42.3,47.6,82.7,44.7,83.1,2017
110,University of Bern,"14,651",23.3,0.14,58.9,43.2,43,82.8,75.5,83.8,2017
111,University of St Andrews,"8,455",12.2,0.46,58.9,45.2,44.3,80.3,33.7,94.3,2017
112,University of Göttingen,"26,549",26.1,0.12,58.8,49.7,48,81.1,34.8,56.6,2017
113,University of Bonn,"33,939",73.3,0.13,58.7,47.2,40.8,88.3,37.3,64.6,2017
114,McMaster University,"23,943",20.4,0.16,58.7,43.5,45.4,82.3,66.1,76.2,2017
115,Queen Mary University of London,"14,500",13.2,0.42,58.7,34,39.7,95.1,40,94.3,2017
116,University of Colorado Boulder,"29,741",16.3,0.09,58.6,42.5,43.7,96.1,38,39.4,2017
117,École Polytechnique,"2,669",5,0.31,58.6,58.6,40.6,67.2,71.9,92.3,2017
118,Ghent University,"35,374",37,0.09,58.5,43,55.5,75.7,84.4,55.1,2017
119,City University of Hong Kong,"9,871",11.6,0.30,58.4,42.1,44.5,81.6,66.4,83.5,2017
120,University of Copenhagen,"29,796",4.2,0.17,58.2,46.8,33.1,89.8,44.2,82.3,2017
121,Pierre and Marie Curie University,"28,473",8,0.17,58.1,52.9,33.7,86.2,38.2,71.4,2017
122,Radboud University Nijmegen,"19,079",19.1,0.11,58.1,35,50.6,87.2,45.2,68.3,2017
123,University of Southampton,"21,050",12.8,0.31,58.1,39.2,46.1,82.8,39.2,90.2,2017
124,University of Virginia (Main campus),"23,797",10,0.12,58.1,53.7,38.6,86.6,41.9,44.6,2017
125,The University of Western Australia,"20,777",23,0.27,58,32.3,44.9,89,48.8,92.9,2017
126,Case Western Reserve University,"9,622",6.6,0.18,57.9,50.2,38.9,90.2,36.8,42,2017
127,University of Exeter,"18,235",17.5,0.27,57.9,34.6,39.2,94.3,34.9,87.6,2017
128,Université Catholique de Louvain,"23,916",38.1,0.19,57.8,39.6,51.3,78.5,51.5,75.6,2017
129,University of York,"14,675",15.3,0.26,57.7,42.5,45.9,79.8,34.1,84.5,2017
130,University of Birmingham,"26,360",16.7,0.25,57.6,38.6,42.4,86.8,38,84.2,2017
131,Arizona State University (Tempe),"43,082",20.1,0.16,57.2,38.5,48.9,87.7,36.6,49.7,2017
132,Trinity College Dublin,"15,805",23.4,0.25,57.2,44.2,45.3,75.4,38.6,90.4,2017
133,University of Oslo,"27,215",18.7,0.18,56.9,39.7,43.1,85.5,42.9,71.2,2017
134,University of Leeds,"27,790",15,0.22,56.8,42.3,43,81.3,39,78.2,2017
135,University of Florida,"44,911",17,0.09,56.6,53.6,48.1,72.9,65.7,35.2,2017
136,Tufts University,"10,462",10.1,0.15,56.5,48.1,34.3,88.5,58.5,50.5,2017
137,Ulm University,"10,370",27.3,0.12,56.5,38.2,38.1,91,84,56.9,2017
138,University of Geneva,"15,587",15,0.40,56.4,37.4,41.1,79.3,66.7,98.3,2017
139,Lancaster University,"11,675",13.6,0.35,56.4,37,40.9,84.7,35.6,89.1,2017
140,Scuola Normale Superiore di Pisa,545,15.1,0.06,56.4,54,47.5,70.3,51.6,47.3,2017
141,Sungkyunkwan University (SKKU),"24,791",19.1,0.10,56.4,53.7,50.6,66.5,88.9,39.6,2017
142,Rutgers University – New Brunswick,"42,892",10.8,0.08,56.2,47.7,49.8,77.9,36.6,35.6,2017
143,University of Adelaide,"20,462",29.6,0.27,56.1,37.1,43.9,78.8,67.5,86.3,2017
144,University of Notre Dame,"11,821",13.5,0.10,55.9,50.2,40.7,80.2,37.4,48.2,2017
145,Karlsruhe Institute of Technology,"25,948",24.5,0.17,55.8,41.3,45.2,76.4,98.3,59.5,2017
146,Stockholm University,"31,272",23.5,0.08,55.8,32.2,46.2,86.8,33.8,72.1,2017
147,"University of California, Santa Cruz","17,203",24.5,0.02,55.6,34.7,35.3,99.8,40.9,48.7,2017
148,University of Nottingham,"29,740",14.7,0.28,55.5,41,41.3,78.9,39.8,81.6,2017
149,University of Cape Town,"20,061",11.6,0.17,55.3,32.4,37.2,87.3,88.8,80.1,2017
150,University of Sussex,"12,295",15.9,0.35,55.1,32.6,37.9,88.1,33.7,88.8,2017
151,Indiana University,"66,057",14.2,0.14,55,46.4,40.2,82.1,35.2,47,2017
152,University of Lausanne,"12,647",13.5,0.24,54.9,31.8,46.6,75.6,76.1,90.1,2017
153,University of Rochester,"9,628",4.5,0.28,54.9,43.4,32.4,89.4,38.9,58.9,2017
154,University of Science and Technology of China,"14,827",8.1,0.03,54.7,51.8,43.4,74.7,77.6,24.2,2017
155,University of Twente,"6,583",12.5,0.28,54.7,36.8,46.7,70.8,84.6,83.6,2017
156,Fudan University,"32,449",12.1,0.11,54.6,55.3,47,65.7,53.2,37.5,2017
157,University of Arizona,"37,023",12.8,0.09,54.5,42.9,42.2,83.2,35.6,41.7,2017
158,Vrije Universiteit Amsterdam,"24,592",15.5,0.07,54.5,33.1,40.2,89.4,50.3,58.9,2017
159,University of Liverpool,"19,085",11.7,0.34,54.3,35.1,35.2,85.7,37.4,87.7,2017
160,KTH Royal Institute of Technology,"12,841",15.9,0.17,54.1,42.5,45.3,67.4,51.1,83.3,2017
161,University of Erlangen-Nuremberg,"37,882",55.4,0.09,54,38.7,43.6,77.3,96,49.1,2017
162,University of Münster,"41,807",42.4,0.06,53.9,40.8,38.3,84.4,62.6,44.3,2017
163,University of Vienna,"34,711",20.3,0.26,53.9,41.1,46.6,65.9,33.5,93,2017
164,Autonomous University of Barcelona,"31,095",12.4,0.11,53.7,39.4,36.4,86.7,39.9,52.3,2017
165,TU Dresden,"35,468",36.3,0.12,53.5,42.3,45.6,70.2,95.7,49.4,2017
166,University of Auckland,"30,287",18.9,0.29,53.4,32.8,40.8,75.8,70.5,90.5,2017
167,"University of California, Riverside","20,901",22.6,0.13,53.4,32,33.7,93.4,40.5,62.2,2017
168,University of East Anglia,"13,995",13.9,0.28,53.4,30.7,31.1,92.4,32.4,84.3,2017
169,University of Massachusetts,"58,624",13.1,0.13,53.4,40.4,34.8,85.6,50.2,51.5,2017
170,Texas A&M University,"53,694",22.1,0.09,53.2,53.1,57,50.7,46.9,50.1,2017
171,University of Cologne,"44,882",41.3,0.11,53.1,40.2,38.3,79.2,64.3,55.9,2017
172,University of Gothenburg,"17,761",10.6,0.12,53.1,30.3,40.5,87.9,39.9,59.6,2017
173,University of Leicester,"14,180",12.5,0.36,53,30.9,32.4,88.4,35.1,87.6,2017
174,"Royal Holloway, University of London","8,550",15.3,0.38,52.9,33.3,32.3,84.5,35.7,93,2017
175,University of Waterloo,"31,776",24.8,0.15,52.9,37.8,44.9,70.8,41,77.5,2017
176,Pompeu Fabra University,"10,791",20.1,0.12,52.8,30.3,33,93.1,40.5,65.1,2017
177,Technical University of Denmark,"8,063",5.7,0.18,52.5,38.3,30,80.2,60.6,85.8,2017
178,Eindhoven University of Technology,"10,015",19.4,0.14,52.4,36.6,43.5,71.7,56.9,72,2017
179,University of Luxembourg,"5,219",17.2,0.55,52.2,29.7,30,85.8,40.6,99.9,2017
180,Paris-Sud University,"26,642",14.1,0.17,52.1,40.6,31.1,83.2,32.5,64,2017
181,University of Dundee,"11,265",14.7,0.24,52,26.7,31,92.3,43.8,79.1,2017
182,University of Hamburg,"37,501",46.7,0.11,52,42,41.6,70.5,60.6,56.7,2017
183,Cardiff University,"23,550",14.3,0.25,51.7,31.8,36.9,80.9,37,78.9,2017
184,University of Miami,"16,054",6,0.15,51.7,43.1,17.1,92.5,38.1,65.8,2017
185,"Northeastern University, US","18,368",14.5,0.28,51.7,38.2,25.7,89.8,35.5,63,2017
186,University of the Witwatersrand,"24,565",24.5,0.08,51.7,26.4,37.3,82.9,100,69.4,2017
187,Hebrew University of Jerusalem,"17,709",10.8,0.05,51.6,44.3,39.6,71.1,35.4,56.1,2017
188,University of Würzburg,"22,297",33.5,0.08,51.6,34.8,37,83.4,48.1,51.2,2017
189,University of Aberdeen,"11,555",13.6,0.32,51.5,31,31.2,82.6,44.5,92,2017
190,Newcastle University,"20,305",15.6,0.28,51.3,33.6,32.1,81,38.7,84.9,2017
191,Sant’Anna School of Advanced Studies – Pisa,679,13.1,0.13,51.3,44.7,33.9,74.1,86.6,44.9,2017
192,Hong Kong Polytechnic University,"21,907",25.6,0.25,51.2,35,41.8,69.9,47.9,79.7,2017
193,University of Reading,"12,085",14,0.29,51.2,36.8,37.5,71.6,36.6,86.6,2017
194,University of Konstanz,"11,335",50.4,0.12,51.1,39.8,44.5,64.4,73.1,62.6,2017
195,University of Calgary,"28,047",16,0.18,51,34.8,35.2,77.9,48.8,71.5,2017
196,National Taiwan University (NTU),"31,581",11.6,0.08,51,51.4,52.5,54.5,47.8,29.9,2017
197,University of Duisburg-Essen,"41,002",53,0.12,50.9,34.1,28.7,87.5,77.8,50.6,2017
198,Brandeis University,"5,532",13.1,0.23,50.8,29.8,24.6,99.7,33.8,49.2,2017
199,Tilburg University,"7,454",22.4,0.13,50.8,38.8,50.2,57,58,74.3,2017
200,University of Illinois Chicago,"24,459",11.6,0.18,50.6,46,35.3,69.6,41.6,57.1,2017
201,Aalborg University,"19,286",17.4,0.15,50.4,24.2,35.2,80.1,44.8,71.7,2017
202,Aalto University,"12,653",20.1,0.20,46.3—50.4,34.4,29,75,52.5,69.6,2017
203,University of Antwerp,"16,445",35.8,0.15,46.3—50.4,34.5,39.8,73,54.6,64.9,2017
204,University of Barcelona,"47,569",12.5,0.10,46.3—50.4,33.7,33,81.3,35.3,49.3,2017
205,University of Bergen,"11,949",11.5,0.13,46.3—50.4,29.8,29.3,86.2,36.6,74,2017
206,"Birkbeck, University of London","9,690",19.6,0.38,46.3—50.4,27.4,35.1,67,32.6,88.4,2017
207,University of Bologna,"84,486",22.3,0.07,46.3—50.4,35.6,27.5,81.7,37.4,42.8,2017
208,Boston College,"12,932",16.5,0.19,46.3—50.4,47.3,19.3,79.9,43.8,60.2,2017
209,CentraleSupélec,"4,130",11.4,0.32,46.3—50.4,35.8,14.7,78.1,56.4,84,2017
210,University of Cincinnati – Uptown,"27,712",21.9,0.08,46.3—50.4,37.8,29.6,75.4,41.9,31.8,2017
211,University College Dublin,"21,438",22.7,0.25,46.3—50.4,31.5,37.8,72.5,37.4,88.1,2017
212,University of Delaware,"19,426",16.2,0.10,46.3—50.4,26.9,36.8,78.1,92.5,44,2017
213,ESPCI ParisTech,481,6.3,0.14,46.3—50.4,45.3,22.3,76.2,77.1,49.7,2017
214,Florida State University,"41,737",30.2,0.07,46.3—50.4,40.8,39.5,67.1,34.2,45.7,2017
215,George Washington University,"21,409",12.4,0.15,46.3—50.4,47.1,27.7,70.7,32.9,48,2017
216,Goethe University Frankfurt,"45,453",13.1,0.15,46.3—50.4,32.4,27.5,79.7,38.2,59.4,2017
217,University of Hawai’i at Mānoa,"16,580",10.9,0.13,46.3—50.4,34.2,38.7,73.2,53.2,63.5,2017
218,University of Iceland,"13,373",24,0.08,46.3—50.4,16.9,27.6,92,52.7,60.3,2017
219,Indian Institute of Science,"3,398",8.3,0.01,46.3—50.4,50.1,49.2,47.3,48,18.1,2017
220,University of Iowa,"27,807",11.6,0.12,46.3—50.4,40.9,27.1,74.9,53.8,34.6,2017
221,University of Kiel,"24,701",23.3,0.08,46.3—50.4,31.6,27.2,90.8,33.5,51.2,2017
222,King Abdulaziz University,"37,178",8.3,0.21,46.3—50.4,26.4,12.4,93.3,66,92.1,2017
223,Korea University,"22,739",15.5,0.16,46.3—50.4,40.9,45.4,49.2,98.6,44,2017
224,Université Libre de Bruxelles,"23,712",35,0.32,46.3—50.4,26.3,42.8,74.4,44.5,83.3,2017
225,Nanjing University,"34,784",15.7,0.09,46.3—50.4,41.7,36.9,61.5,73.9,51.4,2017
226,University of Galway,"13,911",26.1,0.16,46.3—50.4,27.7,27.8,76.7,41.4,78.1,2017
227,University of Newcastle,"23,838",22.7,0.18,46.3—50.4,29.3,28.5,73.5,63.7,79.8,2017
228,North Carolina State University,"30,187",13.1,0.12,46.3—50.4,37.5,32.7,68.4,42,50.2,2017
229,University of Otago,"18,567",20.2,0.20,46.3—50.4,30.5,30.7,80.1,35.6,88.6,2017
230,University of Oulu,"10,089",23.5,0.07,46.3—50.4,30.3,32.6,75.1,39.9,54.2,2017
231,Paris Descartes University,"32,978",24.4,0.15,46.3—50.4,24.6,32.5,84.6,38.6,51.7,2017
232,Paris Diderot University – Paris 7,"27,836",14.8,0.17,46.3—50.4,28.9,24,91.8,32.9,65.7,2017
233,Politecnico di Milano,"33,486",25.3,0.13,46.3—50.4,32.6,30.3,76.4,59.3,52.6,2017
234,Queensland University of Technology,"34,398",36.3,0.17,46.3—50.4,28.4,37.9,67.4,58.9,77.9,2017
235,Queen’s University,"21,015",22.6,0.11,46.3—50.4,38.9,34.8,60.9,41.7,64.7,2017
236,Queen’s University Belfast,"17,350",16.1,0.32,46.3—50.4,31.2,31.9,78.3,37.1,94.3,2017
237,RCSI University of Medicine and Health Sciences,"2,184",18.2,0.62,46.3—50.4,35.5,18.6,81.7,37.1,89.5,2017
238,Shanghai Jiao Tong University,"36,535",12.3,0.06,46.3—50.4,51.9,56.5,41.5,90.5,29.3,2017
239,Simon Fraser University,"26,607",28.3,0.29,46.3—50.4,23.8,31.9,77,47.5,89.3,2017
240,University of South Florida (Tampa),"32,016",19,0.11,46.3—50.4,27.8,34.9,75.2,95.8,44.4,2017
241,"St George’s, University of London","3,075",14.6,0.16,46.3—50.4,21.3,20.7,100,35.5,67.7,2017
242,Stony Brook University,"22,867",10.9,0.24,46.3—50.4,34.7,24.5,86.8,35.6,55.6,2017
243,University of Stuttgart,"15,721",30.3,0.14,46.3—50.4,42.3,44.5,53.4,100,47.2,2017
244,University of Technology Sydney,"25,069",44,0.35,46.3—50.4,27.1,40,73.8,44.2,92.3,2017
245,Technical University of Darmstadt,"20,719",51.9,0.18,46.3—50.4,38.2,43,52.5,95.1,54.7,2017
246,Tel Aviv University,"23,663",24,0.04,46.3—50.4,41,51.1,55.1,45.3,49.1,2017
247,University of Texas at Dallas,"17,825",25,0.25,46.3—50.4,26.9,32.5,90.4,43.3,53.1,2017
248,Tohoku University,"17,349",5.4,0.09,46.3—50.4,48.6,47.3,50.4,69.5,32.4,2017
249,University of Trento,"17,118",28.2,0.09,46.3—50.4,23.6,27.7,89.3,41.3,57.3,2017
250,University of Utah,"30,193",14.8,0.10,46.3—50.4,37.9,30.5,86.7,47.8,32.5,2017
251,Wake Forest University,"7,451",4.5,0.05,46.3—50.4,37.8,20.3,92.6,41.3,26.1,2017
252,Western University,"28,060",21.6,0.16,46.3—50.4,40.1,34.9,69.3,55.1,73.6,2017
253,Zhejiang University,"47,845",15.2,0.05,46.3—50.4,51.7,54.2,44.5,89.2,22,2017
254,École Normale Supérieure de Lyon,"2,238",8.4,0.15,46.3—50.4,44.5,30.4,64.5,34.9,68.4,2017
255,University of Bath,"11,765",16.5,0.30,43.5—46.2,31.8,31,65.1,37.2,85.5,2017
256,University of Bayreuth,"12,709",37.8,0.07,43.5—46.2,32.6,31.4,66.3,63.5,53.8,2017
257,Bielefeld University,"22,279",69.6,0.08,43.5—46.2,37.6,43.7,55.6,59.3,46.2,2017
258,University at Buffalo,"26,418",18.8,0.21,43.5—46.2,38,29,66.1,42.8,64.6,2017
259,Chalmers University of Technology,"8,819",11.9,0.15,43.5—46.2,38.8,28.5,61.9,70.8,75.8,2017
260,Charles Darwin University,"6,096",21.3,0.25,43.5—46.2,18.4,19,91.7,44.3,77.2,2017
261,Colorado School of Mines,"5,437",17.7,0.11,43.5—46.2,32.6,27.8,73.5,74.9,39.9,2017
262,Copenhagen Business School,"19,154",42.9,0.21,43.5—46.2,19.8,24.4,76.8,39.4,89.9,2017
263,Dalhousie University,"15,293",14.9,0.19,43.5—46.2,29.1,29.6,70.7,47.6,80.1,2017
264,Deakin University,"34,968",31.1,0.17,43.5—46.2,23,24.5,75.5,34.1,76.8,2017
265,Free University of Bozen-Bolzano,"2,813",4.1,0.16,43.5—46.2,22.8,8.1,96.1,32.3,79.9,2017
266,University of Fribourg,"10,701",46.2,0.18,43.5—46.2,33.7,32.7,56.8,59.7,86.8,2017
267,Griffith University,"31,031",22.3,0.20,43.5—46.2,22.6,28.5,74.8,41.3,82.3,2017
268,University of Hohenheim,"9,524",42.1,0.13,43.5—46.2,34.1,30.1,66.5,49.6,51.1,2017
269,James Cook University,"12,004",22.9,0.13,43.5—46.2,21.7,22.3,84.2,43.2,74.1,2017
270,Johannes Gutenberg University of Mainz,"35,215",31.5,0.10,43.5—46.2,35.8,22,76.3,57.8,54.5,2017
271,Koç University,"4,793",14.6,0.09,43.5—46.2,25.2,29.8,70.3,81.9,54.4,2017
272,Université Laval,"28,757",16.9,0.12,43.5—46.2,37,27.3,67.2,54.7,65.5,2017
273,Macquarie University,"27,532",32.8,0.24,43.5—46.2,32.5,36.5,62.3,41.3,75,2017
274,University of Marburg,"26,085",39,0.09,43.5—46.2,35.1,27.2,73.7,37.4,49.6,2017
