rank,name,number_students,student_staff_ratio,intl_students,overall_score,teaching_score,research_score,citations_score,industry_income_score,international_outlook_score,tahun
54,Australian National University,"18,934",17.6,0.47,70,49.8,67.7,87.8,47.8,96.5,2022
55,The University of Queensland,"41,914",35.8,0.41,70,55,62,85.8,86.2,93.4,2022
56,Seoul National University,"26,871",15.4,0.11,70,73.8,73.8,68.5,98.2,36.9,2022
57,Monash University,"60,211",44.1,0.45,69.9,54.3,61.7,87.7,79.2,91,2022
58,The University of Sydney,"47,956",19.3,0.47,69.8,51.8,62.2,90.5,66.1,90.9,2022
59,University of Wisconsin-Madison,"39,783",10.3,0.14,69.8,67.4,69.5,79.2,47.5,50.4,2022
60,Fudan University,"33,140",11.1,0.12,69.7,66.8,68.4,79,70.7,48.6,2022
61,Kyoto University,"22,299",9.2,0.11,69.6,78.5,78.9,58.3,80.8,38.2,2022
62,Boston University,"27,785",11,0.29,69.5,57.3,60.2,93.8,46.5,65.5,2022
63,University of Southern California,"42,502",13.2,0.24,69.3,62.1,58.8,90.3,41.2,65.5,2022
64,Brown University,"9,851",10.6,0.20,69.1,62.2,56.6,92.9,37.4,61.9,2022
65,University of Amsterdam,"25,556",13.1,0.29,68.9,49,63.3,91.6,41.6,89.8,2022
66,The Hong Kong University of Science and Technology,"10,147",21.3,0.31,68.8,50.9,62.1,86.6,65.1,97.6,2022
67,"University of California, Davis","37,222",13.2,0.19,67.9,58.8,64.6,81.5,50.7,68.9,2022
68,"University of California, Santa Barbara","25,578",28.2,0.19,67.7,45.2,58.9,96.6,79.8,73.6,2022
69,Utrecht University,"33,569",18.1,0.11,67.6,46.6,63.1,90.1,77,76.3,2022
70,UNSW Sydney,"48,077",40.5,0.44,67.4,50.4,60.4,84.1,72.7,95.2,2022
71,Leiden University,"31,556",19.4,0.19,67.1,44.8,65.1,86.8,71.8,84.1,2022
72,Erasmus University Rotterdam,"28,933",29.3,0.22,67,40.2,57.8,97,76.5,88.5,2022
73,Charité - Universitätsmedizin Berlin,"7,998",18.7,0.21,66.8,48.6,50.6,98.7,92.2,68.1,2022
74,Humboldt University of Berlin,"33,868",54.2,0.18,66.3,59.9,66.7,73.5,41.6,70.1,2022
75,Delft University of Technology,"20,133",17,0.31,65.8,57.1,71.1,59.4,97.7,93.6,2022
76,Zhejiang University,"40,352",11.8,0.20,65.8,67.2,69.9,58.6,100,61.6,2022
77,University of Zurich,"23,714",15,0.22,65.8,52.2,49.6,89.4,61.9,92.5,2022
78,University of Tübingen,"20,438",26.2,0.14,65.4,53.3,58.7,82.9,82.7,65.2,2022
79,University of Warwick,"22,710",14.2,0.43,65.4,46.9,53,90.7,44.8,94.5,2022
80,University of Groningen,"29,440",23.8,0.27,65.2,42.5,55.3,90.6,81.1,88.7,2022
81,McMaster University,"26,112",30.2,0.20,65.2,44.3,50.6,93.1,98.3,85.1,2022
82,Emory University,"13,179",4.4,0.20,65.1,55.1,44.9,98.1,48.2,59.7,2022
83,Free University of Berlin,"27,018",43.2,0.23,64.8,55.4,65.2,72.9,41.9,75.7,2022
84,Shanghai Jiao Tong University,"36,638",11.3,0.10,64.7,64.2,71.9,59.3,100,47,2022
85,Ohio State University (Main campus),"55,809",12.4,0.13,63.8,54.7,52.2,86.1,53.2,60.6,2022
86,University of Glasgow,"27,625",13.9,0.40,63.7,41.9,49.9,94,40.7,93.1,2022
87,University of Minnesota,"61,321",12,0.10,63.7,55.9,57.9,81.7,80.4,40.8,2022
88,University of Montreal,"36,524",19.6,0.23,63.6,50.4,52.9,81.7,69.5,85.7,2022
89,University of Science and Technology of China,"16,718",7.3,0.05,63.6,63.4,61.5,72.8,70.3,34.5,2022
90,Sorbonne University,"42,330",14.2,0.21,63.6,61,53.6,76.6,38.2,70.4,2022
91,Hong Kong Polytechnic University,"21,979",26.4,0.29,63.3,45.4,53.9,83.7,46,97.1,2022
92,Institut Polytechnique de Paris,"6,087",6.9,0.40,63.3,57.3,54.7,69,77.1,94.5,2022
93,University of Bristol,"24,110",14.4,0.30,63.1,40.6,49.2,94.7,43.7,89.1,2022
94,"University of Maryland, College Park","34,017",16.7,0.11,63,49.3,56.8,89.8,39.3,42.9,2022
95,Michigan State University,"45,689",16,0.14,63,58.1,56.1,77.2,37.7,62,2022
96,University of Copenhagen,"30,326",4.2,0.18,62.7,46.8,47.1,88.8,54.4,86.8,2022
97,Ghent University,"38,984",35.7,0.11,62.7,48.9,58.4,79.2,83.3,62.4,2022
98,"University of California, Irvine","35,944",17.1,0.28,62.4,42.5,49,93.8,52,73.2,2022
99,Dartmouth College,"6,378",7.6,0.15,62.3,60.1,40.2,93.6,38.9,41.7,2022
100,Korea Advanced Institute of Science and Technology (KAIST),"9,504",10.3,0.10,62.3,64.1,66.5,59.3,100,38,2022
101,University of Bern,"11,556",16.6,0.16,62.2,45,44.9,88.2,90.6,87.3,2022
102,University of Helsinki,"22,628",15.7,0.06,62.2,44.3,56.9,88.5,37.8,57.3,2022
103,University of Basel,"9,440",12.3,0.30,62.1,42.9,42,89.5,99.9,97,2022
104,Aarhus University,"26,521",13.6,0.09,61.7,39.3,58.4,82.4,74.9,76.9,2022
105,University of Birmingham,"31,365",14.9,0.32,61.5,40.3,45.2,93.3,40.6,91.7,2022
106,Nanjing University,"37,137",17.1,0.09,61.5,54.9,54.6,74,86.8,56.6,2022
107,Purdue University West Lafayette,"43,411",16.6,0.21,61.5,56.7,65.2,59.6,68.9,70.9,2022
108,University of Freiburg,"21,416",39.7,0.12,61.4,47.1,51.8,82.2,97.2,61.4,2022
109,RWTH Aachen University,"45,628",55.5,0.25,61.4,55.3,61.6,64.1,98.7,62,2022
110,University of Sheffield,"27,265",15.3,0.38,61.3,45.5,46.4,86.3,48.8,87.8,2022
111,University of Adelaide,"22,061",30.6,0.32,61.2,35.6,45.2,94.3,65.5,93.7,2022
112,University of Bonn,"27,743",49.8,0.16,61.1,48.4,48.7,85.2,55.5,67.1,2022
113,National Taiwan University (NTU),"24,810",11.4,0.12,61,55.8,64.7,64.8,75.4,46.9,2022
114,Vanderbilt University,"12,366",3,0.16,61,48.6,43.8,94.1,56.9,48.7,2022
115,Vrije Universiteit Amsterdam,"26,593",18.6,0.14,60.9,39.9,51.5,87.8,59.3,75.4,2022
116,Lund University,"28,498",11.2,0.19,60.8,39.6,53.1,83.1,82,79.9,2022
117,Université Paris-Saclay,"40,884",12.7,0.19,60.4,51.6,47.9,80.2,56.4,68.2,2022
118,Queen Mary University of London,"19,975",13.5,0.46,60.4,33.7,41.6,98.1,42.7,97.1,2022
119,University of Göttingen,"30,610",26.6,0.14,60.1,46.8,50,84.9,37.7,62.2,2022
120,University of Oslo,"21,413",13.2,0.19,60.1,40.5,46.5,89.5,44.3,80.4,2022
121,Penn State (Main campus),"46,513",14.1,0.16,60.1,49.3,60.3,75.3,40.7,47.5,2022
122,Lancaster University,"13,510",12.3,0.37,60,38.6,40.9,93.9,36.4,94.6,2022
123,Sungkyunkwan University (SKKU),"23,104",19.2,0.19,60,56.9,60.2,60.7,99.4,56.3,2022
124,University of Southampton,"21,815",14.1,0.36,59.9,39.9,42.1,90.6,43.4,94.5,2022
125,University of Alberta,"33,475",21.9,0.28,59.6,48.2,50.7,71.9,64.7,88.9,2022
126,Case Western Reserve University,"10,898",9.4,0.23,59.4,47.6,41.7,91.9,41.7,53.8,2022
127,University of Leeds,"33,320",14.6,0.32,59.2,43.7,46.5,81.1,39.8,90.3,2022
128,Maastricht University,"18,159",18,0.55,59.2,39.8,50,76.1,84.6,98.1,2022
129,University of Virginia (Main campus),"25,377",9,0.13,59.2,49.4,41.2,90.5,43.1,51,2022
130,Georgetown University,"16,703",8.6,0.20,59.1,55,35.3,88.8,70.2,48.9,2022
131,Uppsala University,"26,917",16.5,0.17,59,38.5,55.8,78.4,71.8,71.4,2022
132,Arizona State University (Tempe),"48,255",19.7,0.18,58.6,46.3,49.2,80.9,38.5,62.8,2022
133,University of Hamburg,"30,953",59.8,0.13,58.6,45.4,52.5,74.9,93.8,58.7,2022
134,The University of Western Australia,"18,683",21.3,0.30,58.6,34.4,43.6,88,65,95.5,2022
135,Rice University,"6,885",9.2,0.28,58.5,47.3,37.5,87.2,44.2,77.8,2022
136,University of Auckland,"32,983",22.7,0.32,58.4,34,46.3,84.8,69.4,94.6,2022
137,University of Vienna,"33,852",38.3,0.29,58.4,46.9,55.4,65.4,37.8,95.4,2022
138,Radboud University Nijmegen,"21,818",17.7,0.15,58.3,35.5,50.4,85.9,44.4,74.8,2022
139,Technical University of Berlin,"22,118",55,0.27,58.3,50.2,55.4,64.1,96.9,66.8,2022
140,University of Pittsburgh-Pittsburgh campus,"26,841",5.6,0.12,58.2,45.6,42.3,91.7,42.6,43.6,2022
141,University of Nottingham,"31,360",14.8,0.30,58.1,43.6,44.2,80.1,40.5,89.2,2022
142,University of Rochester,"10,177",6.7,0.36,57.9,44.9,39.3,86.4,50.5,73.1,2022
143,University of Antwerp,"15,347",30.8,0.17,57.8,35.4,47,85.4,85.7,70.6,2022
144,University of Exeter,"22,740",16.1,0.28,57.8,33.9,39.3,93.5,37.5,91.6,2022
145,University of Technology Sydney,"26,955",39.6,0.37,57.8,36.5,43.7,83.7,55,97.2,2022
146,University of Mannheim,"7,641",57.5,0.25,57.6,43,50.5,76.6,60.7,67.5,2022
147,Newcastle University,"24,630",14.5,0.27,57.6,34.1,39.8,92.8,42.3,87.5,2022
148,Trinity College Dublin,"17,495",21.2,0.32,57.6,40.4,45,79.5,42.1,95,2022
149,Ulm University,"10,284",27.2,0.13,57.6,39.8,38.6,92.4,85.7,56.9,2022
150,University of Arizona,"39,616",17.3,0.10,57.5,46.6,48,82.4,50.5,41.4,2022
151,City University of Hong Kong,"9,506",10.7,0.56,57.4,42.7,44.3,75.4,46.6,99.7,2022
152,University of Sussex,"17,405",17.6,0.37,57.4,32.2,37.5,95.1,36.2,93.8,2022
153,Yonsei University (Seoul campus),"18,521",14.7,0.21,57.4,54.9,58.2,55.7,96.9,58.6,2022
154,University of Florida,"47,007",16.3,0.09,57.3,54.5,58.9,62,58.4,42.7,2022
155,Université Paris Cité,"62,366",17,0.19,57.2,48.8,35.5,86.5,36.3,67.7,2022
156,Pompeu Fabra University,"11,863",22.9,0.13,57.1,36.4,39.2,94.2,47.8,66.8,2022
157,Wuhan University,"54,421",15.2,0.07,56.9,43.2,37.7,92.3,80.9,39.8,2022
158,University of Aberdeen,"13,105",16.8,0.44,56.8,32.2,35.2,94,47.1,95.8,2022
159,University of Colorado Boulder,"35,491",16.6,0.10,56.8,43.2,42.8,88.1,43.2,47.2,2022
160,Université Catholique de Louvain,"26,424",39.1,0.20,56.8,38.4,52.1,73.2,62.5,80.9,2022
161,Durham University,"17,725",15,0.33,56.7,44.9,47.8,69.7,37.8,93.8,2022
162,University of Ottawa,"35,791",25.4,0.22,56.7,40.4,40.6,83.3,50,82.1,2022
163,Southern University of Science and Technology (SUSTech),"4,245",8.4,0.01,56.7,29.4,39.4,98.5,78.5,60.4,2022
164,University of Würzburg,"23,374",35.6,0.10,56.6,38.1,43.2,85.6,73.9,62.4,2022
165,Bielefeld University,"25,182",70.6,0.08,56.5,36.4,41.8,94.4,42.4,48.1,2022
166,Indiana University,"66,716",12.9,0.14,56.3,48.9,46.4,74.7,52,54,2022
167,"Northeastern University, US","20,910",14.1,0.36,56.1,38.3,29.1,97.4,37.8,76.2,2022
168,University of York,"17,300",14.7,0.26,56,39,43.7,79.1,37.1,86.7,2022
169,Autonomous University of Barcelona,"31,595",12.7,0.16,55.9,36.6,38.9,90.6,42.9,66.9,2022
170,University of Canberra,"9,893",35.4,0.29,55.9,27.9,33.8,98.6,44.2,89.8,2022
171,University of Bologna,"68,370",24.3,0.12,55.8,49.8,36.9,82.7,45.3,52.1,2022
172,University of Cologne,"32,405",28.9,0.18,55.8,42.2,43.7,77.1,76.9,66.7,2022
173,TU Dresden,"30,519",32.3,0.17,55.8,46.7,47.2,69.3,97.4,59.3,2022
174,Tufts University,"11,152",9.9,0.16,55.8,45.6,33,91.6,39.5,50.4,2022
175,University of Lausanne,"13,016",9.5,0.23,55.5,32.8,45.4,77.1,78.1,92,2022
176,Stockholm University,"28,072",19.6,0.10,55.5,30.5,49.1,84.9,36.5,69.4,2022
177,University of Liverpool,"25,910",14.6,0.35,55.4,33.1,36.5,88.5,39.1,93.6,2022
178,Ulsan National Institute of Science and Technology (UNIST),"3,657",13.9,0.10,55.4,37.7,41.1,85.4,91.8,51,2022
179,Karlsruhe Institute of Technology,"23,224",22.6,0.24,55.3,45.7,51.5,61.3,93.3,71.7,2022
180,Huazhong University of Science and Technology,"56,709",16.2,0.05,55.2,38.3,38.4,92.7,89.8,27.9,2022
181,University of East Anglia,"15,760",13.5,0.26,55.1,28.3,32.5,97.9,35.9,87.5,2022
182,University of Cape Town,"21,757",13.3,0.16,54.9,31.4,41.4,85.5,56.4,80.1,2022
183,University of Notre Dame,"12,234",10.8,0.13,54.9,51.2,43.2,70.7,39.7,59,2022
184,University of Gothenburg,"21,033",10.6,0.13,54.8,29.6,42.3,90.5,42.7,66.1,2022
185,University of Leicester,"15,030",14.1,0.31,54.8,30,32.3,94.2,39.9,91,2022
186,Pohang University of Science and Technology (POSTECH),"3,183",10.1,0.03,54.8,52.3,49.1,65.4,98,31.1,2022
187,Technical University of Denmark,"9,321",6.6,0.23,54.8,39.6,40.6,72.4,86,92.2,2022
188,Cardiff University,"26,620",14.7,0.28,54.7,31.9,36.1,89.1,39.9,87,2022
189,King Abdulaziz University,"32,034",7.8,0.22,54.5,36.7,22.9,92.4,74,93.6,2022
190,Rutgers University – New Brunswick,"44,870",10.8,0.17,54.5,46.6,47.5,70.4,47.2,52.8,2022
191,Macquarie University,"30,249",69.6,0.30,54.4,39,43.3,71.4,63.3,89.5,2022
192,University of Barcelona,"45,382",16.1,0.11,54.3,31.9,40,90.4,47.1,59.4,2022
193,Queensland University of Technology,"36,366",40.2,0.18,54.3,32.2,36.7,86.8,50,84.6,2022
194,Texas A&M University,"62,790",21.6,0.08,54.3,47.4,51.1,64.6,46.5,56.1,2022
195,Medical University of Graz,"3,733",13.3,0.26,54.1,30.3,29.1,95.9,66.7,78,2022
196,University of Erlangen-Nuremberg,"30,747",44.7,0.13,54,42.2,45.7,71.5,88.7,52.8,2022
197,University of Geneva,"17,744",8.2,0.39,54,34.4,33.6,83.1,51.6,98.6,2022
198,University of Hohenheim,"8,614",38.5,0.11,54,34.4,31.2,97.5,48.5,51.4,2022
199,Sapienza University of Rome,"71,992",30.6,0.09,54,51.5,41.7,70.9,55.9,44.3,2022
200,Scuola Normale Superiore di Pisa,581,6.9,0.12,54,56.5,38.6,67.8,36.9,55.4,2022
201,Aalborg University,"16,519",12.8,0.13,50.4–53.9,27,38,79.3,49.8,78.5,2022
202,Aalto University,"12,815",19.4,0.24,50.4–53.9,38.9,38.6,71.6,54.2,83.7,2022
203,Alfaisal University,"2,724",10.1,0.34,50.4–53.9,20.2,21.2,99,41.7,97.3,2022
204,Auckland University of Technology,"18,528",17.4,0.50,50.4–53.9,20.8,21.5,98.9,37,96.2,2022
205,University of Bath,"14,655",15.7,0.34,50.4–53.9,32.2,34,78.9,38.7,92.9,2022
206,University of Bergen,"14,327",12.3,0.13,50.4–53.9,28.7,30.3,91.6,37.5,78.7,2022
207,Brighton and Sussex Medical School,975,10.3,0.17,50.4–53.9,21.5,24.2,100,34.8,80.6,2022
208,University of Calgary,"33,099",18.2,0.21,50.4–53.9,34.9,37.2,80.4,65.6,80.4,2022
209,"University of California, Santa Cruz","19,700",24.1,0.13,50.4–53.9,31.5,31.2,96.7,42.1,65.6,2022
210,Copenhagen Business School,"16,637",27.5,0.25,50.4–53.9,24.1,33.4,86.2,42.4,94.5,2022
211,University of Dundee,"13,015",18.2,0.24,50.4–53.9,25.4,30.7,89.1,48.9,83.2,2022
212,Eindhoven University of Technology,"11,326",24.6,0.22,50.4–53.9,44.4,48.2,56.1,99.9,83.8,2022
213,Friedrich Schiller University Jena,"16,964",25.3,0.15,50.4–53.9,41.4,40.7,73.5,57.1,60.5,2022
214,George Washington University,"23,375",12.7,0.18,50.4–53.9,46.3,31.4,79,36,57.9,2022
215,Griffith University,"35,020",29,0.18,50.4–53.9,27.5,35.3,80.4,50.6,82.8,2022
216,University of Konstanz,"11,453",50.2,0.13,50.4–53.9,40.5,46.1,59.4,74.8,69.7,2022
217,Korea University,"22,799",13.4,0.23,50.4–53.9,47.4,47,63.4,91.9,50.9,2022
218,KTH Royal Institute of Technology,"13,422",16.7,0.21,50.4–53.9,38.8,44.7,56,69.8,90.2,2022
219,La Trobe University,"26,097",33.8,0.39,50.4–53.9,27.6,34,86.3,46.7,89.8,2022
220,Université Libre de Bruxelles,"25,743",44.8,0.31,50.4–53.9,32.5,42.1,78.6,43.8,88.9,2022
221,University of Macau,"9,874",15.1,0.38,50.4–53.9,30.2,39.3,71.2,45.7,99.4,2022
222,University of Massachusetts,"62,595",13.2,0.15,50.4–53.9,36.5,29.4,90.2,52.6,64.4,2022
223,Medical University of Innsbruck,"3,168",12.1,0.43,50.4–53.9,31,28.6,88.4,91.4,87.2,2022
224,Medical University of Vienna,"7,232",8.9,0.30,50.4–53.9,34.6,26.9,92.7,61.9,79.8,2022
225,University of Miami,"16,479",10.3,0.16,50.4–53.9,45.2,32.1,75.9,47.5,59.5,2022
226,University of Münster,"28,539",25.5,0.07,50.4–53.9,40.3,41.5,80.7,48.1,48.7,2022
227,University of Otago,"18,690",20.5,0.21,50.4–53.9,31.3,34.7,77.5,39.6,90.1,2022
228,University of Padua,"48,651",21.9,0.08,50.4–53.9,41.3,33.8,80.3,40.9,49.4,2022
229,Queen’s University Belfast,"18,485",16,0.37,50.4–53.9,29.3,36.3,80.3,41.3,97.2,2022
230,RCSI University of Medicine and Health Sciences,"2,488",24.9,0.66,50.4–53.9,29.2,35.3,84,52.6,94.9,2022
231,University of Reading,"15,435",15.8,0.31,50.4–53.9,35.9,36.7,78.8,40.4,92.6,2022
232,"St George’s, University of London","3,485",13.4,0.21,50.4–53.9,21.8,29,99.1,39.8,77.4,2022
233,Sant’Anna School of Advanced Studies – Pisa,706,10.3,0.21,50.4–53.9,46.4,40.6,70.5,89.2,57.8,2022
234,University of São Paulo,"82,323",16.5,0.03,50.4–53.9,55.8,58.9,43.3,42.3,35.9,2022
235,Simon Fraser University,"27,015",27.9,0.31,50.4–53.9,27.7,35,81.5,49,92.1,2022
236,University of South Florida,"39,779",21.4,0.13,50.4–53.9,30.2,35.9,85.8,91.2,55.1,2022
237,University of St Andrews,"9,500",12.2,0.47,50.4–53.9,45.2,43.8,60.2,37.7,95.5,2022
238,University of Surrey,"14,455",16,0.36,50.4–53.9,31.5,34.7,75,43,94.6,2022
239,Taipei Medical University,"6,140",9.9,0.10,50.4–53.9,46.9,33,73.4,96.9,42.9,2022
240,Tel Aviv University,"22,809",22.2,0.07,50.4–53.9,40.6,51.7,68.4,43.1,56.4,2022
241,Tilburg University,"9,944",24.8,0.18,50.4–53.9,36,49.4,63.3,51,81.9,2022
242,Tohoku University,"17,888",12.2,0.14,50.4–53.9,56.6,58.7,37.8,97.2,49.5,2022
243,University of Twente,"8,981",14.9,0.37,50.4–53.9,37.9,46.8,57,86.9,93.8,2022
244,University College Dublin,"23,066",23,0.31,50.4–53.9,32.2,39,71.8,48.7,93.6,2022
245,Vita-Salute San Raffaele University,"3,114",10.6,0.04,50.4–53.9,37.6,22.5,98.6,36,42.8,2022
246,University of Waterloo,"33,613",23.8,0.22,50.4–53.9,35.6,43.2,67.7,47.1,87.1,2022
247,Western University,"28,301",28.5,0.22,50.4–53.9,39.9,39,72.6,80.2,85.6,2022
248,Western Sydney University,"35,766",37.8,0.23,50.4–53.9,26.2,30.5,88.7,42.4,87.9,2022
249,University of Wollongong,"18,222",30.2,0.30,50.4–53.9,30.8,37.6,77.3,55.8,94.7,2022
250,Australian Catholic University,"23,750",42.9,0.15,48.1–50.3,19.5,27.5,95.9,36.6,80.2,2022
251,Beijing Normal University,"23,424",14.5,0.12,48.1–50.3,47.2,41,56,71.1,45.7,2022
252,Boston College,"12,958",15.1,0.12,48.1–50.3,47.5,34.6,64.4,35.1,46.4,2022
253,Brandeis University,"5,425",12.2,0.28,48.1–50.3,28.2,21.7,99,35.6,57.5,2022
254,University at Buffalo,"27,114",17.9,0.16,48.1–50.3,37.9,33.4,71.4,47.4,64.8,2022
255,"University of California, Riverside","23,155",17.7,0.14,48.1–50.3,30.5,29.7,84.1,40.9,65,2022
256,Chalmers University of Technology,"9,573",13.8,0.18,48.1–50.3,31.8,42.8,63.3,65.5,77.5,2022
257,University of Colorado Denver/Anschutz Medical Campus,"17,224",3.9,0.08,48.1–50.3,35.1,19.4,94.8,42,31,2022
258,Curtin University,"30,221",20.7,0.32,48.1–50.3,25.2,32.6,82.5,43.5,95.5,2022
259,Dalhousie University,"16,077",13.8,0.28,48.1–50.3,27.6,29.7,77.5,43.3,89,2022
260,Deakin University,"42,675",33.6,0.28,48.1–50.3,26.5,32.3,79.3,42.8,89.2,2022
261,University of Duisburg-Essen,"41,728",45,0.19,48.1–50.3,32.9,33.5,80.3,67.2,61.1,2022
262,Heinrich Heine University Düsseldorf,"29,297",36.1,0.12,48.1–50.3,34.9,32,78.6,43.7,59.6,2022
263,École des Ponts ParisTech,"2,096",11.7,0.45,48.1–50.3,31.9,22.2,87.4,59.6,83.8,2022
264,Flinders University,"16,976",28.2,0.36,48.1–50.3,25.5,31,83.3,40.7,89.9,2022
265,Florida State University,"39,380",24.7,0.07,48.1–50.3,39,38,70.1,40.8,47.3,2022
266,George Mason University,"31,652",18.2,0.11,48.1–50.3,32,28.5,84.9,36,48.5,2022
267,University of Hawai’i at Mānoa,"14,789",10.7,0.11,48.1–50.3,36.5,39.9,67.1,39.1,66.9,2022
268,Howard University,"8,453",8,0.08,48.1–50.3,43.9,16.1,95.7,34.8,35.4,2022
269,University of Iowa,"29,591",11.5,0.09,48.1–50.3,40.6,29.6,77.6,48.6,47.4,2022
270,James Cook University,"10,794",20.1,0.12,48.1–50.3,25.4,29.9,88.6,45.5,78.7,2022
271,University of Kiel,"27,750",22.5,0.09,48.1–50.3,30.3,31.1,85,34.8,57.7,2022
272,Kyung Hee University,"20,599",17.5,0.25,48.1–50.3,35.5,40.5,64.6,89.7,63.7,2022
