rank,name,number_students,student_staff_ratio,intl_students,overall_score,teaching_score,research_score,citations_score,industry_income_score,international_outlook_score,tahun
858,Istanbul University,"87,146",38.2,0.07,25.1–30.1,25.4,23.7,32.5,45.2,29.3,2021
859,Istanbul Technical University,"37,861",23,0.04,25.1–30.1,24.5,28.2,28.1,100,26.8,2021
860,Iuliu Haţieganu University of Medicine and Pharmacy Cluj-Napoca,"7,635",7.8,0.33,25.1–30.1,20,8.6,41.5,33.5,50.3,2021
861,Jadavpur University,"12,641",21.2,0.01,25.1–30.1,34.2,23.3,24.8,41.4,15.8,2021
862,University of Jaén,"14,364",17.2,0.08,25.1–30.1,17,14.3,40.4,34.2,40.2,2021
863,Jamia Hamdard University,"6,827",13.9,0.06,25.1–30.1,26.2,12.9,41.6,37.1,26.7,2021
864,Jiangsu University,"36,125",9.6,0.06,25.1–30.1,19.5,11,49.6,56.2,40.2,2021
865,Jilin University,"71,593",10.8,0.03,25.1–30.1,28.1,16.3,30.2,42.6,21.5,2021
866,The University of Jordan,"31,495",17,0.16,25.1–30.1,25.7,12.2,40.4,38.4,67,2021
867,Juntendo University,"4,953",4.1,0.02,25.1–30.1,33.6,13.9,31.4,47.7,21.5,2021
868,Kaohsiung Medical University,"6,802",12.1,0.07,25.1–30.1,24.5,26.9,30.2,50.6,27.2,2021
869,Karabük University,"47,464",45.9,0.17,25.1–30.1,18.7,7.7,45.9,35.1,36.1,2021
870,Karlstad University,"8,727",13,%,25.1–30.1,16.9,13.6,49,34.4,38.2,2021
871,Kent State University,"23,764",17.6,0.07,25.1–30.1,22.4,17.6,46.8,33.8,39.5,2021
872,Kerman University of Medical Sciences,"5,422",3.9,0.00,25.1–30.1,25.4,8.1,48.1,34.4,15.3,2021
873,Kharkiv National University of Radio Electronics,"8,058",11.8,0.09,25.1–30.1,17.4,8.5,52,33.7,28.4,2021
874,Kindai University,"33,614",14.1,0.02,25.1–30.1,19.9,11.2,56.6,38.4,23.8,2021
875,King Mongkut’s University of Technology Thonburi,"16,498",21.3,0.06,25.1–30.1,18.8,17.5,35,72.3,34.5,2021
876,King Saud bin Abdulaziz University for Health Sciences,"12,238",7.3,0.00,25.1–30.1,28.6,8.2,40.2,34.2,67.7,2021
877,Kingston University,"14,285",18.3,0.37,25.1–30.1,17.4,17.7,36.1,33.6,85.3,2021
878,K.N. Toosi University of Technology,"6,866",22.6,0.01,25.1–30.1,24.9,23.9,31.3,53.2,20.8,2021
879,Kurume University,"4,995",7.5,0.02,25.1–30.1,21.5,10.4,59.4,37.8,22.2,2021
880,Kyoto Prefectural University of Medicine,"1,323",3.3,0.01,25.1–30.1,30.1,13.8,39.7,44.3,17,2021
881,Kyungpook National University,"21,323",20.4,0.09,25.1–30.1,26.3,31.4,26.7,45.7,34.3,2021
882,Lahore University of Management Sciences,"4,067",15.1,0.02,25.1–30.1,22,15.9,33.8,35.9,46.7,2021
883,University of Las Palmas de Gran Canaria,"18,377",17.1,0.08,25.1–30.1,16.8,12.2,46.3,33.4,40.2,2021
884,Lebanese American University,"7,861",13.1,0.18,25.1–30.1,29.3,10.4,32.7,33.7,86.6,2021
885,Leeds Beckett University,"19,020",19.4,0.12,25.1–30.1,17.5,15,43.6,34,51.3,2021
886,University of Leoben,"2,635",5,0.14,25.1–30.1,29.4,11.9,30.1,54.9,70.2,2021
887,University of Ljubljana,"38,762",13.9,0.06,25.1–30.1,21.2,18.7,45.9,38.8,44.1,2021
888,Louisiana Tech University,"10,602",25.4,0.04,25.1–30.1,16.9,11.6,48.3,35.1,33.5,2021
889,"Lumière University, Lyon 2","24,414",49.9,0.17,25.1–30.1,25.1,17.9,25,33.8,59.4,2021
890,Marquette University,"10,650",11.9,0.04,25.1–30.1,36.3,15.5,38.2,35.4,26.2,2021
891,Medical University of Warsaw,"9,727",6.3,0.08,25.1–30.1,29.1,9.8,36.3,39,27.4,2021
892,University of Memphis,"16,460",14.2,0.03,25.1–30.1,26,17.4,45.8,34.8,25.4,2021
893,Miami University,"18,301",25.2,0.15,25.1–30.1,21.9,20.8,32.3,35.7,35.5,2021
894,Middle East Technical University,"23,330",27.8,0.06,25.1–30.1,30,22.4,32.6,59.7,33,2021
895,University of Minho,"18,504",18.2,0.13,25.1–30.1,23.2,20.5,37,62.8,54,2021
896,Mississippi State University,"26,823",19.1,0.03,25.1–30.1,21.1,17.6,46.2,45.8,28.4,2021
897,Nanjing Normal University,"29,862",13.5,0.04,25.1–30.1,19.8,11.5,57.3,48.1,25.6,2021
898,National Autonomous University of Mexico,"166,368",16.5,0.08,25.1–30.1,31.2,29.5,18.2,60.6,49.7,2021
899,National Central University,"11,233",10.1,0.11,25.1–30.1,26.9,25.5,21.7,74.4,42.4,2021
900,National Chengchi University,"13,161",15.6,0.16,25.1–30.1,24.9,29.4,14.6,42,49.4,2021
901,National Dong Hwa University,"9,928",18.1,0.08,25.1–30.1,17.2,23.7,30.1,38.6,40,2021
902,National Institute of Technology Rourkela,"5,808",17.5,0.04,25.1–30.1,27.9,15.5,43.2,39.4,16.9,2021
903,National University of Sciences and Technology,"10,998",7.5,0.04,25.1–30.1,22,13.3,38.4,35.8,41.4,2021
904,National Sun Yat-Sen University,"8,374",13.5,0.08,25.1–30.1,24.2,32.3,27.5,59,40.3,2021
905,National Taipei University of Technology,"9,874",15.6,0.09,25.1–30.1,21.9,21.3,28,90.8,33,2021
906,National Institute of Technology Silchar,"3,169",12.8,0.01,25.1–30.1,25.2,13.1,47.2,33.8,14.6,2021
907,The New School,"10,554",9.5,0.35,25.1–30.1,25.5,15.3,36.1,38,50.1,2021
908,University of New Brunswick UNB,"8,570",14.1,0.13,25.1–30.1,20.6,19.5,37.4,42,59.5,2021
909,University of Nicosia,"4,683",10.5,0.51,25.1–30.1,19,11.4,32.8,33.4,92.3,2021
910,Niigata University,"12,093",7.8,0.03,25.1–30.1,23.9,12.1,45.3,38.5,23.8,2021
911,Normandy University,"67,205",20.4,0.11,25.1–30.1,19.9,14.9,36.4,34.4,53.8,2021
912,"Northeastern University, China","37,339",14.6,0.04,25.1–30.1,25.6,22.9,25.6,96.9,39.6,2021
913,Northeast Normal University,"26,862",17.1,0.02,25.1–30.1,25.4,10.9,48.7,36.6,20.8,2021
914,University of Northern British Columbia (UNBC),"2,826",14.2,0.09,25.1–30.1,19.3,18.4,40.2,33.7,38.3,2021
915,NorthWest A&F University,"30,159",14.8,0.01,25.1–30.1,20.3,14.1,48.5,46,22.3,2021
916,Ocean University of China,"27,999",15.3,0.04,25.1–30.1,21.9,16.3,38,46.6,23.9,2021
917,Okayama University,"13,136",10.9,0.09,25.1–30.1,27.8,19.8,28.6,58.5,30.3,2021
918,Old Dominion University,"18,811",18.2,0.03,25.1–30.1,23.4,19.7,46.9,33.3,30.3,2021
919,Oran 1 University,"25,787",18.8,0.01,25.1–30.1,31.3,7.9,47.3,34.2,40.4,2021
920,Osmania University,"13,426",28.5,0.04,25.1–30.1,36,13.8,28.1,39.2,17.1,2021
921,University of Oviedo,"21,555",12.3,0.03,25.1–30.1,18.9,15.7,48.7,36.8,34.8,2021
922,Pablo de Olavide University,"13,736",16.2,0.14,25.1–30.1,16.6,14.5,50.2,34.6,48,2021
923,University of Peshawar,"6,063",10.1,0.02,25.1–30.1,26.5,10.7,47.6,33.4,38.4,2021
924,Polytechnic University of Valencia,"22,019",10.6,0.15,25.1–30.1,22.8,16.9,40.3,46,51.6,2021
925,Pontifical Catholic University of Rio Grande do Sul (PUCRS),"16,633",23.1,0.00,25.1–30.1,20,11.2,42.6,44.6,29.6,2021
926,Portland State University,"20,202",18.4,0.08,25.1–30.1,21.4,18.7,44.4,34.6,30.3,2021
927,University of Puerto Rico,"51,933",13.1,0.01,25.1–30.1,21.4,9.1,43.4,33.9,43.3,2021
928,Pusan National University,"24,992",18.4,0.09,25.1–30.1,27.4,29,24.3,67.1,34.7,2021
929,University of Regina,"13,324",23.7,0.24,25.1–30.1,17.7,16.2,46.3,35.1,65.7,2021
930,Rikkyo University,"20,298",15.7,0.05,25.1–30.1,16.8,8.7,46.9,34,46.4,2021
931,Rochester Institute of Technology,"14,093",15.7,0.17,25.1–30.1,20.1,18.2,40.8,34.6,41.8,2021
932,University of Roehampton,"7,825",15.3,0.28,25.1–30.1,19.9,19.7,36.4,33.4,76.8,2021
933,Université Saint-Joseph de Beyrouth,"7,748",20,0.05,25.1–30.1,29.5,13.7,28.4,45.7,70.6,2021
934,University of Salamanca,"28,709",17.5,0.16,25.1–30.1,24.2,18,37.2,35.7,52.7,2021
935,University of Salford,"16,795",18.4,0.20,25.1–30.1,21.1,16,39,34.3,70.1,2021
936,University of Santiago de Compostela,"24,968",14.9,0.09,25.1–30.1,20.9,16.4,45.6,38.2,45.8,2021
937,University of Science and Technology Beijing,"25,354",15,0.04,25.1–30.1,25.7,25.6,33.3,59.9,21,2021
938,University of Seville,"50,970",16.8,0.10,25.1–30.1,19.7,18.2,36.3,36.6,44,2021
939,Shanghai University,"37,395",11.2,0.05,25.1–30.1,23.1,26.5,36.3,65.1,30.5,2021
940,Shanghai University of Finance and Economics (SUFE),"15,613",15,0.05,25.1–30.1,25.1,13.1,38.4,38.4,46.8,2021
941,Shanghai Maritime University,"21,959",15.8,0.03,25.1–30.1,15.8,10.6,43.3,55.4,38.2,2021
942,Shantou University,"11,084",12.1,0.01,25.1–30.1,20.3,16,42.8,45,39.1,2021
943,Sheffield Hallam University,"25,550",17.2,0.11,25.1–30.1,17,12.8,41.6,33.7,52.8,2021
944,Shiraz University,"13,490",18.9,0.00,25.1–30.1,23.8,27.5,34.2,58.6,19.6,2021
945,Sidi Mohamed Ben Abdellah University,"87,278",57.1,0.02,25.1–30.1,24,7.7,59,33.5,22.6,2021
946,Sogang University,"9,749",23.8,0.11,25.1–30.1,25.4,27.6,23.4,48.1,34.5,2021
947,Sohag University,"55,753",28.3,0.00,25.1–30.1,13.7,7.4,50.5,33.5,43.4,2021
948,University of South Bohemia in České Budějovice,"9,143",14.4,0.05,25.1–30.1,18.4,13.8,40.4,33.4,47.9,2021
949,South China Normal University,"31,465",15.7,0.03,25.1–30.1,19.1,15.2,43.6,50,29.6,2021
950,University of South Dakota,"7,282",15.8,0.03,25.1–30.1,34.2,15.4,35.8,34.9,25.8,2021
951,Southern Illinois University Carbondale,"11,158",14.9,0.08,25.1–30.1,31.3,18.9,37.7,45.1,34.3,2021
952,University of Split,"19,867",19.7,0.02,25.1–30.1,15.5,12,57.7,34.5,39.1,2021
953,Sri Venkateswara University,"7,707",14.2,0.00,25.1–30.1,37.1,10.6,30.3,33.8,21.7,2021
954,Sultan Qaboos University,"7,224",7.7,0.04,25.1–30.1,23.7,17.3,29.8,47.1,73.6,2021
955,University of Szeged,"18,859",12.1,0.20,25.1–30.1,23.5,13.7,38.4,36.3,59.1,2021
956,Tallinn University,"4,506",11.4,0.13,25.1–30.1,19.3,20.1,26.5,34.7,64.3,2021
957,Tallinn University of Technology,"9,437",13.4,0.14,25.1–30.1,19.5,16.1,27.7,44.6,68.1,2021
958,Technical University of Madrid,"37,683",13.1,0.15,25.1–30.1,22.2,14.5,41.1,40.9,51.5,2021
959,Technological University Dublin,"19,300",18.4,0.18,25.1–30.1,15.7,12.4,36.4,34.1,69.3,2021
960,University of Technology of Compiègne,"4,308",16,0.24,25.1–30.1,22.2,10.3,33,42.7,85,2021
961,University of Technology of Troyes,"3,087",19.3,0.24,25.1–30.1,27,10.1,31,41.1,76,2021
962,Teesside University,"12,260",19.2,0.11,25.1–30.1,16.4,11.7,43.2,33.7,54.5,2021
963,Universiti Tenaga Nasional (UNITEN),"5,736",13.5,0.09,25.1–30.1,18.6,15,34.1,94.9,43.6,2021
964,University of Texas at El Paso,"17,883",23.7,0.08,25.1–30.1,21,22.7,37.6,33.4,41.8,2021
965,Tokyo Medical University,"1,370",1.7,0.01,25.1–30.1,28.9,11.8,40.5,38.8,17.9,2021
966,Tokyo Metropolitan University,"8,853",10.1,0.05,25.1–30.1,24.4,14.5,50.6,36.7,27.6,2021
967,University of Tours,"27,994",21.9,0.11,25.1–30.1,28.2,13.2,37.7,34.6,53.7,2021
968,Tribhuvan University,"422,690",31.1,0.00,25.1–30.1,12.1,7.2,50.4,33.4,45.5,2021
969,"Vietnam National University, Hanoi","36,410",13.5,0.01,25.1–30.1,22.4,9.9,41.9,37.1,47.7,2021
970,University of Vigo,"18,103",15.8,0.05,25.1–30.1,18.5,14,39.9,36.8,43.4,2021
971,Vilnius University,"16,470",10.3,0.10,25.1–30.1,21.4,14.4,35.3,43.1,55.6,2021
972,Vilnius Gediminas Technical University (Vilnius Tech),"9,328",14,0.12,25.1–30.1,16.8,13,39,40.7,45.7,2021
973,VIT University,"32,943",19.3,0.02,25.1–30.1,22.4,15.8,37.1,35.7,22.6,2021
974,University of Warsaw,"41,344",13.3,0.10,25.1–30.1,26.4,25.3,33.6,34.3,43.9,2021
975,Waseda University,"48,260",15.5,0.11,25.1–30.1,30.8,24.2,26,37.6,40.3,2021
976,Wenzhou University,"15,780",14,0.05,25.1–30.1,15.6,10.1,59.8,37.7,23.6,2021
977,University of Westminster,"16,225",19.3,0.49,25.1–30.1,17.9,16.9,36,33.8,83.9,2021
978,University of Wolverhampton,"14,780",18.4,0.21,25.1–30.1,16.2,13.2,37.4,33.5,65.2,2021
979,Wuhan University of Technology,"52,910",14.4,0.03,25.1–30.1,19.8,14.2,46.8,57.5,24.2,2021
980,Xidian University,"35,133",16.5,0.02,25.1–30.1,21.2,18.4,37.9,80.1,20.5,2021
981,Yangzhou University,"33,876",13.8,0.04,25.1–30.1,16.8,11.9,46.8,43.6,23.1,2021
982,Yeungnam University,"19,494",14.8,0.05,25.1–30.1,18.8,13.3,46,39.6,37.5,2021
983,University of Zaragoza,"28,036",9.9,0.07,25.1–30.1,21.2,15.6,41.7,37.3,40.5,2021
984,Zayed University,"7,524",14.6,0.02,25.1–30.1,17.2,13.3,41.8,33.8,74.1,2021
985,Zhejiang University of Technology,"30,891",14.7,0.08,25.1–30.1,17.6,16.1,40.7,60.7,25.8,2021
986,University of Abou Bekr Belkaïd Tlemcen,"41,558",23.4,0.01,10.3–25.0,26.5,8.3,5.1,33.5,35.4,2021
987,Acharya Nagarjuna University,"4,816",10.3,0.07,10.3–25.0,40.7,9.6,18,40.8,22.3,2021
988,Acıbadem University,"2,608",4.7,0.02,10.3–25.0,22.7,10.1,6.9,35.6,21.7,2021
989,University of A Coruña,"14,815",12.4,0.04,10.3–25.0,17.7,15.6,33.2,35.3,32.5,2021
990,"Adam Mickiewicz University, Poznań","34,534",13.2,0.03,10.3–25.0,19.9,14.5,31.8,34.4,34.3,2021
991,Adolfo Ibáñez University,"10,385",28.8,0.05,10.3–25.0,14.8,14.6,26.5,35.4,58.6,2021
992,AGH University of Science and Technology,"24,949",13.2,0.03,10.3–25.0,18.5,13.6,22.7,41.4,22.2,2021
993,Aichi Medical University,"1,291",2.7,0.01,10.3–25.0,25.9,10.2,36.8,38.8,18,2021
994,Ain Shams University,"202,325",17.6,0.02,10.3–25.0,22.6,10.5,37.7,34.6,36.2,2021
995,Akdeniz University,"36,492",33,0.03,10.3–25.0,21.6,9.7,12.6,34.9,19.4,2021
996,Akita University,"4,936",10.1,0.04,10.3–25.0,21.7,10.9,9.2,39.4,22.7,2021
997,Aksaray University,"22,626",37.5,0.06,10.3–25.0,11.7,8.5,23.6,34.1,21.6,2021
998,Al-Azhar University,"342,151",32.9,0.06,10.3–25.0,14.5,7.7,22.7,33.4,46.8,2021
999,Alexandria University,"187,170",25.4,0.03,10.3–25.0,18.8,12.9,33.9,38.4,44.8,2021
1000,Alexandru Ioan Cuza University,"23,919",19.6,0.06,10.3–25.0,17.1,11.4,12.5,33.4,32.1,2021
1001,Al-Farabi Kazakh National University,"22,116",4.6,0.17,10.3–25.0,26.6,9.6,15,40.9,76.3,2021
1002,University of Alicante,"24,543",16.1,0.08,10.3–25.0,18.4,15.9,26.9,36.1,38.5,2021
1003,University of Almería,"13,067",17.7,0.12,10.3–25.0,18.9,14.3,30.5,35.1,43.3,2021
1004,Alzahra University,"9,616",22.6,0.01,10.3–25.0,18.8,11.3,15.7,37.4,17.9,2021
1005,Amity University,"31,103",15.4,0.05,10.3–25.0,17.2,10,21.8,33.9,19.9,2021
1006,Anadolu University,"513,690",339.1,0.00,10.3–25.0,13.5,23.6,21.2,100,17.7,2021
1007,"University of the Andes, Chile","8,734",15.1,0.02,10.3–25.0,16.7,10.9,23.3,36.2,46.4,2021
1008,"University of the Andes, Venezuela","31,841",12.4,0.02,10.3–25.0,16.9,7.9,16.5,33.4,47.7,2021
1009,Andhra University,"8,869",13.9,0.05,10.3–25.0,38.9,9.6,10,38,17.8,2021
1010,Universidad Andrés Bello (UNAB),"41,098",19.1,0.02,10.3–25.0,14.2,8.4,30.3,33.5,47.7,2021
1011,Ankara University,"76,364",18.5,0.05,10.3–25.0,17.9,10.8,18,34.8,24.8,2021
1012,Anna University,"14,966",15.2,0.01,10.3–25.0,22.4,13.4,22,43.8,15.4,2021
1013,Annamalai University,"19,490",12.8,0.02,10.3–25.0,24.4,8.7,12.5,34.5,16.6,2021
1014,University of Antioquia,"40,807",23.4,0.00,10.3–25.0,17.2,13.1,16.5,41.3,37.3,2021
1015,Aoyama Gakuin University,"19,084",11.6,0.03,10.3–25.0,17.1,8.2,18.1,33.9,29.4,2021
1016,Arak University,"6,369",21.4,0.00,10.3–25.0,27,11.5,17.6,35.1,16.2,2021
1017,Ariel University,"11,250",28.3,0.00,10.3–25.0,13.7,15.8,19,34.9,22.5,2021
1018,Assiut University,"96,833",21.3,0.01,10.3–25.0,16.4,9.8,30.8,33.4,46.7,2021
1019,Atatürk University,"58,588",33.6,0.02,10.3–25.0,18.5,15.4,35.2,35.1,18.1,2021
1020,Atılım University,"9,385",14.1,0.05,10.3–25.0,16.3,8.3,32.7,34.5,37,2021
1021,Austral University of Chile,"16,392",17.8,0.02,10.3–25.0,16.3,12.7,21.8,45.4,51.2,2021
1022,Universidad Autónoma del Estado de Hidalgo,"36,143",18.2,0.01,10.3–25.0,14.6,8.8,10.6,35.2,22,2021
1023,Universidad Autónoma del Estado de Mexico (UAEMex),"58,936",21.3,0.00,10.3–25.0,15.3,8.6,6.7,37.8,24.6,2021
1024,Universidad Autónoma de Nuevo León (UANL),"117,108",40.7,0.01,10.3–25.0,13.6,8,11.3,34,30.3,2021
1025,Universidad Autónoma de Querétaro,"22,411",39.7,0.01,10.3–25.0,18,9,16.8,39,26.8,2021
1026,Universidad Autónoma de Yucatán,"17,119",14.8,0.00,10.3–25.0,16.2,9.7,14.5,42.5,30.5,2021
1027,Autonomous University of Baja California,"64,427",20,0.02,10.3–25.0,13.7,7.7,9.1,33.8,32.1,2021
1028,Autonomous University of San Luis Potosi,"31,551",8.9,0.00,10.3–25.0,18.9,7.4,12,33.5,27.1,2021
1029,Babeş-Bolyai University,"38,974",25.8,0.05,10.3–25.0,18.1,14.8,34.3,33.9,49.6,2021
1030,University of Baghdad,"70,590",11.2,0.00,10.3–25.0,20,8,26.2,34.2,22.1,2021
1031,Bahauddin Zakariya University,"28,987",34.9,0.00,10.3–25.0,13.7,9.4,24.7,33.6,37,2021
1032,Bahçeşehir University,"18,422",50.6,0.14,10.3–25.0,19.3,17.5,22.2,46.3,43.6,2021
1033,Banasthali University,"10,368",17.6,0.04,10.3–25.0,33.1,9.9,23.6,38.8,19.7,2021
1034,Bandung Institute of Technology (ITB),"17,267",9.5,0.02,10.3–25.0,22.9,16.5,17.3,89.7,29.5,2021
1035,Bangladesh University of Engineering and Technology,"5,607",11.4,0.00,10.3–25.0,18,12.4,21.2,33.7,23.9,2021
1036,Başkent University,"13,227",14.4,0.02,10.3–25.0,16,12.9,4.5,33.4,18.2,2021
1037,University of Basrah,"32,479",13.4,0.00,10.3–25.0,16.8,7.1,12.8,33.4,38,2021
1038,Beijing Forestry University,"19,353",16.3,0.02,10.3–25.0,23.1,25.9,21.2,78.7,19.4,2021
1039,Beijing University of Technology,"21,899",11.8,0.03,10.3–25.0,25.1,20.6,19.2,57.9,19.8,2021
1040,University of Béjaïa,"43,062",25.4,0.01,10.3–25.0,14.8,8.1,38.7,33.4,43.1,2021
1041,Benemérita Universidad Autónoma de Puebla,"79,778",40.2,0.00,10.3–25.0,13.2,8.2,12.9,33.6,25.8,2021
1042,Bezmiâlem Vakif University,"3,521",12.4,0.05,10.3–25.0,29.6,11.5,30,35.1,21,2021
1043,University of Bío-Bío,"13,085",25.5,0.01,10.3–25.0,13.7,10.8,6.1,37.1,46.2,2021
1044,University of Birjand,"12,055",26.2,0.01,10.3–25.0,16.1,8.1,12.3,33.6,17.4,2021
1045,"Birla Institute of Technology and Science, Pilani","14,788",18.1,0.01,10.3–25.0,20.2,10.8,36.4,34.7,16.8,2021
1046,University of Biskra,"32,650",23.6,0.01,10.3–25.0,15.5,7.4,17.2,33.4,34.1,2021
1047,Blida 1 University,"33,723",24.6,0.01,10.3–25.0,16,7.7,17.4,33.6,39,2021
1048,Bolu Abant Izzet Baysal University,"22,466",24.2,0.01,10.3–25.0,15.6,8.2,14.9,33.4,19.3,2021
1049,University of Botswana,"12,206",16.1,0.04,10.3–25.0,16,10.8,13.7,33.6,66,2021
1050,University of Brawijaya,"52,540",17.2,0.02,10.3–25.0,16.9,8.7,10.2,36.3,21.9,2021
1051,Brno University of Technology,"19,589",18.9,0.23,10.3–25.0,20.1,16.5,17.5,41.4,53.1,2021
1052,Bu-Ali Sina University,"11,279",25.6,0.01,10.3–25.0,23.8,16,23.8,35.3,17.5,2021
1053,University of Bucharest,"32,371",19.1,0.02,10.3–25.0,19,10.9,13.9,36.6,26.6,2021
1054,Budapest University of Technology and Economics,"19,415",17.7,0.11,10.3–25.0,17.2,13.9,22.3,43,37.8,2021
1055,Burapha University,"34,785",23.7,0.01,10.3–25.0,21.2,7.9,8.9,33.4,27.5,2021
1056,University of Burgos,"7,200",13,0.05,10.3–25.0,17.4,12.4,25.2,36.7,38,2021
1057,University of Cadiz,"18,995",18.7,0.09,10.3–25.0,17.2,15.3,32.5,35.1,38.6,2021
1058,University of Calcutta,"18,570",25.4,0.01,10.3–25.0,36.9,12.3,14.2,44,15.9,2021
1059,"California State University, Long Beach","30,440",19.5,0.04,10.3–25.0,23.2,11.3,29,35.8,43.2,2021
1060,Canterbury Christ Church University,"11,130",16.6,0.13,10.3–25.0,17.5,12,22.3,33.4,43.1,2021
1061,Technical University of Cartagena,"4,497",10.2,0.09,10.3–25.0,24,11.4,27.2,39,37.9,2021
1062,University of Carthage,"31,188",9.6,0.01,10.3–25.0,19.2,8.8,20,33.9,44.1,2021
1063,University of Castilla-La Mancha,"23,198",13.6,0.07,10.3–25.0,18.7,13.3,36,35.5,39.7,2021
1064,The Catholic University of Korea,"9,762",7.2,0.03,10.3–25.0,25.1,19,23,37.2,19,2021
1065,Catholic University of the North,"11,567",20,0.02,10.3–25.0,14.6,12.3,23.7,34.3,54.1,2021
1066,Universidad Católica San Antonio de Murcia (UCAM),"12,621",6.7,0.10,10.3–25.0,20.7,8.6,23.4,35.6,41.9,2021
1067,University of Caxias do Sul,"15,400",23.5,0.00,10.3–25.0,14.1,8,8.7,33.9,18.5,2021
1068,Ceará State University,"20,106",17.6,0.00,10.3–25.0,16.3,8.9,5.7,34.7,17.5,2021
1069,Central University of Finance and Economics,"15,859",14.1,0.03,10.3–25.0,19.8,11.7,29.6,38.9,36.6,2021
1070,Chaoyang University of Technology,"16,173",41.3,0.06,10.3–25.0,15.2,13.5,7.3,43.4,26.2,2021
1071,"University of Chemistry and Technology, Prague","4,159",9.2,0.22,10.3–25.0,25.2,13.7,17.4,39.4,50.6,2021
1072,University of Chester,"11,015",19.5,0.11,10.3–25.0,16.8,13.3,21.8,36.1,49.4,2021
1073,Chiang Mai University,"36,296",15.4,0.02,10.3–25.0,22.4,15.6,19.9,44.6,32.9,2021
1074,Chiba Institute of Technology,"9,797",30.9,0.01,10.3–25.0,15.2,9.3,6.1,40.3,17.1,2021
1075,China Pharmaceutical University,"16,470",16.1,0.03,10.3–25.0,21.5,12.9,38.1,59.3,18.4,2021
1076,Chubu University,"12,227",23,0.02,10.3–25.0,14.7,10.3,16.8,35.3,29.2,2021
1077,Chungbuk National University,"19,294",14.8,0.03,10.3–25.0,18.1,13.7,15.9,36.5,23.3,2021
1078,Chungnam National University,"21,744",20.5,0.04,10.3–25.0,24.7,22.2,14,44.5,23.4,2021
1079,Chung Yuan Christian University,"15,978",32.9,0.11,10.3–25.0,16.9,23.1,20.8,56.7,39.2,2021
1080,Chuo University,"26,212",37.7,0.04,10.3–25.0,23.7,10.2,15.8,36.1,24.1,2021
1081,Cochin University of Science and Technology,"8,463",19.3,0.00,10.3–25.0,26.6,11.2,10.5,34.2,14.9,2021
1082,University of Colombo,"29,197",35.6,0.00,10.3–25.0,25.5,9.2,33.1,33.5,38.1,2021
1083,Comenius University in Bratislava,"21,141",9.9,0.13,10.3–25.0,23.1,12.7,30.6,33.5,51.4,2021
1084,University of Concepción,"28,176",17.2,0.02,10.3–25.0,16.4,12.1,23.5,56,49.3,2021
1085,Corvinus University of Budapest,"11,232",24.9,0.16,10.3–25.0,16.8,12.6,27.1,33.7,44.2,2021
1086,Cracow University of Technology,"13,079",12.1,0.02,10.3–25.0,16.6,9.1,22.8,37.8,18.8,2021
1087,Cukurova University,"42,974",18,0.03,10.3–25.0,17.1,9.8,17.7,56.6,19.9,2021
1088,Czech University of Life Sciences Prague (CZU),"17,500",20.7,0.21,10.3–25.0,17.2,13.8,22,51.6,59.8,2021
1089,Czech Technical University in Prague,"18,282",11.6,0.20,10.3–25.0,21.5,16.5,22.9,51.7,56.9,2021
1090,De La Salle University,"13,346",16.4,0.03,10.3–25.0,18.2,12.7,22.4,33.4,26.9,2021
1091,Del Rosario University,"11,952",14.5,0.01,10.3–25.0,16.2,9.9,19.2,36.2,48.3,2021
1092,Democritus University of Thrace,"30,414",48.4,0.03,10.3–25.0,15.1,11.6,31.4,34.7,33.5,2021
1093,University of Dhaka,"210,856",16.9,0.03,10.3–25.0,15.3,7.7,36.6,33.8,42.4,2021
1094,Diponegoro University,"38,420",15.6,0.02,10.3–25.0,21.1,10.5,15,43.2,26.5,2021
1095,Dokkyo Medical University,"1,344",1.3,0.01,10.3–25.0,24.3,8.3,16.9,36.5,16.4,2021
1096,Dokuz Eylül University,"61,620",18.8,0.02,10.3–25.0,15.6,9.6,25.3,42,18.9,2021
1097,Doshisha University,"28,272",18.7,0.04,10.3–25.0,18.2,10.1,5.9,34.8,27.7,2021
1098,Dunarea de Jos University of Galati,"12,383",16.8,0.22,10.3–25.0,15,8.4,7.5,33.4,37.8,2021
1099,Duzce University,"28,346",25.7,0.02,10.3–25.0,18.6,10.8,20.6,59.5,18.2,2021
1100,East Carolina University,"26,230",14.5,0.02,10.3–25.0,22.1,12.6,27.9,37.5,29.2,2021
1101,Prague University of Economics and Business,"13,493",27.2,0.24,10.3–25.0,18.1,17,5.8,34.2,43.8,2021
1102,Edge Hill University,"11,625",14.5,0.06,10.3–25.0,15.8,11,33.5,33.4,43.4,2021
1103,Ege University,"42,173",26.3,0.03,10.3–25.0,21.7,14.1,14.4,36.2,20.5,2021
1104,Ehime University,"9,341",13.2,0.03,10.3–25.0,20.6,13.1,19,42.9,29.2,2021
1105,The University of Electro-Communications,"4,838",15.8,0.05,10.3–25.0,19.8,19.9,14.3,39.3,29.7,2021
1106,University of Engineering & Technology (UET) Lahore,"13,832",13.4,0.03,10.3–25.0,16.4,9.2,24.4,33.4,44.3,2021
1107,Erciyes University,"37,580",29.6,0.03,10.3–25.0,21.5,17.3,17.1,94.1,21.5,2021
