rank,name,number_students,student_staff_ratio,intl_students,overall_score,teaching_score,research_score,citations_score,industry_income_score,international_outlook_score,tahun
39,Karolinska Institute,"7,424",10.9,0.19,75.3,57,74.4,95.9,71.4,70.3,2018
40,University of Hong Kong,"18,364",18,0.42,75.1,68.8,77.9,74.2,54,99.5,2018
41,Technical University of Munich,"38,689",54.4,0.23,73.5,60.3,71.2,88.4,100,66.8,2018
42,McGill University,"30,940",13.3,0.26,73.2,63.4,70.8,84.7,39.8,87.5,2018
43,University of Wisconsin-Madison,"38,960",10.7,0.12,73.1,68.4,73.9,86.5,45.8,43.4,2018
44,The Hong Kong University of Science and Technology,"10,214",23.1,0.31,72.7,55.2,68.4,93.1,58.1,83.4,2018
45,Universität Heidelberg,"28,876",23.2,0.17,72.3,63.6,62.2,94.2,56,64.7,2018
46,The University of Tokyo,"26,000",6.7,0.10,72.2,79.5,85.2,63.7,52.7,32.2,2018
47,KU Leuven,"44,412",37.1,0.15,71.8,54.2,70.9,88.7,99.9,68.3,2018
48,Australian National University,"15,986",19.3,0.35,71.6,52.7,72,85.5,61.1,94.3,2018
49,University of Texas at Austin,"48,561",17.1,0.10,71.4,60.9,68.3,95.7,48.2,36.7,2018
50,Brown University,"8,898",10.7,0.20,70.8,63.8,57.9,96.7,34.1,59,2018
51,Washington University in St Louis,"12,600",7.5,0.17,70.8,60.8,59.7,99.4,36.9,52.1,2018
52,"Nanyang Technological University, Singapore","25,499",16.3,0.31,70.5,49.5,63,90.7,94,95.9,2018
53,"University of California, Santa Barbara","23,054",28.1,0.14,70,50,61.5,98.8,82,65.4,2018
54,"University of California, Davis","37,365",13.8,0.10,69.5,60.9,64.5,86,53.4,63.7,2018
55,University of Manchester,"35,320",14.6,0.38,69.5,56.3,65.3,84.3,44.1,88.7,2018
56,University of Minnesota,"60,949",17.4,0.11,69,57.6,67.9,87.5,90.4,37.7,2018
57,University of North Carolina at Chapel Hill,"34,684",9.7,0.08,69,57.9,61.8,96.7,39.2,41.5,2018
58,Chinese University of Hong Kong,"18,072",17.3,0.31,68.5,57,64.4,80.6,56.8,86.6,2018
59,University of Amsterdam,"23,495",12.3,0.12,68.4,51.3,62.6,91.9,49.9,72.2,2018
60,Purdue University West Lafayette,"38,770",17.4,0.23,68.2,62.3,68.9,73.4,63.5,69.9,2018
61,The University of Sydney,"44,553",21.6,0.32,67.8,50.2,63.1,85.9,67.9,84.6,2018
62,Humboldt University of Berlin,"32,172",56.5,0.17,67.4,61.9,67.1,76.1,38.6,65.6,2018
63,Delft University of Technology,"17,057",19.6,0.27,67.3,53.4,72,68.5,99.8,88.5,2018
64,Wageningen University & Research,"12,326",19.7,0.29,67.2,46.6,53.6,95.2,100,80.6,2018
65,The University of Queensland,"38,968",35.7,0.26,67,47.6,59.4,87.8,76.2,88.8,2018
66,University of Southern California,"38,380",12.8,0.23,66.8,49.8,58.4,95.6,37.9,63,2018
67,Leiden University,"24,825",18.2,0.12,66,44.6,63.2,87.8,78.8,70.5,2018
68,Utrecht University,"31,522",15.2,0.07,65.8,45.5,63.1,89.9,72.6,59.6,2018
69,"University of Maryland, College Park","31,772",16.5,0.10,65.7,49.6,63,93.5,38.4,39,2018
70,Boston University,"24,833",8.6,0.25,65.4,57.1,45.9,97.2,34,60,2018
71,Ohio State University (Main campus),"53,190",12.7,0.13,65.4,55.5,56.2,88,52,56.4,2018
72,Erasmus University Rotterdam,"22,047",20.1,0.20,65.2,38.9,57.2,96.7,51.7,80.6,2018
73,Paris Sciences et Lettres – PSL Research University Paris,"19,978",10.1,0.25,65.2,57,52,85,48.2,76.7,2018
74,Kyoto University,"22,481",8.7,0.08,64.9,71.8,78.6,50.9,93.8,28.8,2018
75,Seoul National University,"26,470",12.6,0.11,64.9,69.3,71.2,60.6,79.8,34.1,2018
76,University of Bristol,"19,995",13.7,0.27,64.8,45.7,51.2,94.7,39.3,84.8,2018
77,Penn State (Main campus),"45,411",15.2,0.14,64.6,53.6,64.8,81.6,50,44.3,2018
78,McMaster University,"23,693",24.7,0.15,63.4,45.6,48.8,89.9,89.8,78.1,2018
79,RWTH Aachen University,"43,721",57.7,0.18,63.3,53.4,62.4,72.8,99.7,56.4,2018
80,University of Glasgow,"23,390",15.4,0.36,63.2,43.4,48.9,92.6,38.6,90.4,2018
81,Monash University,"46,846",33.7,0.28,63.2,47.4,55.4,80.9,71.5,83.8,2018
82,University of Freiburg,"20,871",40.3,0.19,62.9,47.1,54.3,83.1,100,67.2,2018
83,University of Groningen,"26,197",24.1,0.17,62.8,40.7,54.8,89,77.2,74.4,2018
84,Michigan State University,"44,556",17,0.17,62.8,55.1,53.3,82.6,35.7,61.2,2018
85,UNSW Sydney,"40,133",26.7,0.34,62.5,40.9,57.5,82.8,49.8,91.4,2018
86,Rice University,"6,441",9,0.28,62.2,45.1,41.9,98.7,42.4,72.7,2018
87,Uppsala University,"25,174",17.3,0.11,62.2,42.9,56.1,84.6,79.5,68.8,2018
88,Free University of Berlin,"34,114",57,0.21,62.1,58.7,66.5,60.6,39.8,71.8,2018
89,Dartmouth College,"6,100",6.6,0.15,62,58.5,41.9,93.4,37.9,39.1,2018
90,University of Helsinki,"22,532",16.2,0.06,61.7,45.7,56.6,86.9,35.5,53.3,2018
91,University of Warwick,"18,425",13,0.39,61.6,46.6,52,80.4,41,91.9,2018
92,Technical University of Berlin,"22,390",64.3,0.20,61.5,49,58,74.2,97.8,62.4,2018
93,Lund University,"28,663",12.1,0.16,61.3,40.8,52.6,85.9,70.9,76.1,2018
94,University of Tübingen,"27,844",38.5,0.13,61.2,45.7,55.4,83,55.4,60.8,2018
95,University of Basel,"12,729",17.7,0.27,60.9,39.8,39.9,91,99.9,95.9,2018
96,Korea Advanced Institute of Science and Technology (KAIST),"9,464",10.6,0.09,60.9,56.3,59.2,70.4,100,35.6,2018
97,Durham University,"16,310",14.9,0.29,60.8,44.8,47.9,84.6,36.8,89,2018
98,Emory University,"12,649",4.4,0.19,60.7,47.1,40.4,98.1,42.3,53.3,2018
99,"University of California, Irvine","30,419",17,0.21,60.6,43.4,44.9,93.6,43.9,65.2,2018
100,University of Bonn,"35,619",77.9,0.13,60.5,47.3,41.6,91.3,83.5,58.4,2018
101,University of Colorado Boulder,"30,780",16.3,0.10,60.5,44.8,45.8,97.4,37.5,42.4,2018
102,University of Pittsburgh-Pittsburgh campus,"26,367",5.9,0.10,60.5,45.7,48.7,94.9,39.9,36.8,2018
103,Maastricht University,"16,727",18,0.50,60.4,40.2,49.7,79.9,87.6,96.7,2018
104,University of Sheffield,"24,580",14.9,0.36,60.1,42.9,45.7,86.8,43.7,85.4,2018
105,University of Bern,"10,449",16.5,0.15,60,42.7,43.6,85.4,81,85.7,2018
106,Vanderbilt University,"12,011",3.3,0.13,60,47.7,41.4,96.9,52.8,38.9,2018
107,Ghent University,"35,909",35.9,0.10,59.8,44.4,56.2,77.6,84.3,56.8,2018
108,University of Montreal,"41,017",21.9,0.22,59.6,44.5,48.9,79,65.3,83.2,2018
109,Aarhus University,"25,167",14.3,0.12,59.4,37.3,53.6,82.7,67.6,75.3,2018
110,University of Copenhagen,"30,395",4.1,0.14,59.4,44,39.7,90.6,44.6,79.3,2018
111,Sungkyunkwan University (SKKU),"24,055",19.6,0.12,59.3,54.1,55.1,69.5,93.7,44.7,2018
112,The University of Western Australia,"18,787",21.8,0.25,59.3,33.5,46.1,90.6,54.5,91.9,2018
113,University of Göttingen,"28,554",27.9,0.12,59.2,47.1,50.3,82.4,33.7,58.6,2018
114,University of Virginia (Main campus),"24,055",9.7,0.12,59.2,52.4,40.7,89.3,40.6,46.5,2018
115,École Polytechnique,"2,799",5.1,0.36,59.1,54.4,38.2,75.1,70.8,93.4,2018
116,Fudan University,"32,859",12.1,0.10,58.9,59.5,57.5,65.1,53,38.7,2018
117,Indiana University,"66,835",14.1,0.15,58.7,50.5,46.5,81.9,51.5,50.5,2018
118,Trinity College Dublin,"16,157",22.8,0.27,58.7,45.3,44.8,79,41.2,92.1,2018
119,University of Alberta,"32,435",21.6,0.26,58.6,47.2,51.2,70.5,63.4,84.8,2018
120,City University of Hong Kong,"9,240",11.2,0.35,58.6,40.8,48.6,79.4,65.9,84.4,2018
121,Queen Mary University of London,"15,405",13.3,0.45,58.5,32.8,38.2,96.7,39.1,95.5,2018
122,Radboud University Nijmegen,"19,358",19.1,0.12,58.4,33.9,50.4,89.4,44.8,68.8,2018
123,Georgetown University,"15,956",8.6,0.17,58.3,51.8,37.2,87.5,66.3,49.6,2018
124,Pierre and Marie Curie University,"25,117",12.3,0.20,58.3,49.5,39.8,85.7,31.8,66.6,2018
125,University of Mannheim,"10,995",74.5,0.16,58.2,41.8,53,80.5,57.8,55.9,2018
126,Arizona State University (Tempe),"44,475",20.1,0.19,58.1,41.5,48.3,87.1,35.7,55.2,2018
127,Charité - Universitätsmedizin Berlin,"6,792",16.2,0.18,58.1,43.3,39.2,88.6,87.5,60.7,2018
128,University of Southampton,"21,670",12.5,0.33,58.1,37.9,43.7,86,38.5,92,2018
129,Université Catholique de Louvain,"24,451",37.8,0.19,58,38.9,52.2,78.6,54,76.7,2018
130,University of Exeter,"19,160",17.5,0.28,57.8,34.5,39.3,93.7,34.6,88.8,2018
131,University of Geneva,"16,085",15.1,0.40,57.8,35.8,43.6,82.9,68.7,98.2,2018
132,University of Science and Technology of China,"16,032",8.2,0.03,57.7,52.7,49.1,76.9,81.7,27.9,2018
133,Karlsruhe Institute of Technology,"25,824",26.3,0.18,57.6,44.6,47.7,75.7,97.9,62.9,2018
134,University of Adelaide,"21,241",34.3,0.26,57.5,35.9,43.1,85.3,67.3,86.6,2018
135,Stockholm University,"33,156",24.9,0.08,57.5,33.1,48.4,89.1,34.5,72.7,2018
136,University of Zurich,"26,363",5.9,0.20,57.4,42,36,87,43.2,90.8,2018
137,Pohang University of Science and Technology (POSTECH),"3,046",10.4,0.04,57.3,47.9,49.8,76.4,99.8,34.3,2018
138,University of York,"14,960",15,0.27,57.3,40.5,44.9,81.6,34.1,85.3,2018
139,University of Leeds,"27,995",14.7,0.26,57.1,42.2,46.7,77.8,38.8,82.1,2018
140,Pompeu Fabra University,"11,172",20.8,0.12,56.9,34.7,38.9,97.1,40,62.3,2018
141,University of Birmingham,"27,060",15,0.27,56.8,36.5,38.3,89.7,37.2,86.3,2018
142,Eindhoven University of Technology,"7,637",18.6,0.17,56.8,41.3,49,72.3,100,73.9,2018
143,University of Florida,"46,346",17.5,0.09,56.6,52.8,51.2,68.4,80.7,37.9,2018
144,University of St Andrews,"9,005",13.1,0.48,56.6,42.9,42.5,76.6,33.6,95.5,2018
145,University of Cologne,"45,087",50.9,0.10,56.4,39.8,42.7,84.8,76.8,57.1,2018
146,University of Oslo,"27,730",18.6,0.19,56.3,36,42.8,86.8,41.9,73.4,2018
147,Autonomous University of Barcelona,"32,309",12.9,0.16,56.2,43.3,36.1,89.5,42.1,60.1,2018
148,University of Nottingham,"29,175",14,0.30,56.2,40.5,41.9,80.5,38.5,84.4,2018
149,University of Sussex,"12,385",15.4,0.38,56.2,34.1,38.1,89.5,33.3,91.5,2018
150,Lancaster University,"11,635",13.1,0.38,55.9,37,40.5,83.2,33.7,91.1,2018
151,University of Notre Dame,"11,912",13.4,0.11,55.9,49.8,37.9,83,35.3,50.7,2018
152,University of Lausanne,"13,065",13.6,0.25,55.7,30.4,47.4,78.5,78.4,90.8,2018
153,University of Rochester,"9,636",4.3,0.29,55.6,41.7,34.2,90.2,39.5,63.7,2018
154,Technical University of Denmark,"8,548",6,0.24,55.6,35.9,39.5,81.6,63.8,91.6,2018
155,Sant’Anna School of Advanced Studies – Pisa,690,11.7,0.14,55.5,41.6,36,88,87.8,48.3,2018
156,TU Dresden,"34,514",35.9,0.13,55.5,42.8,46.9,74.2,95,52.6,2018
157,Ulm University,"10,657",28.4,0.13,55.5,37.1,37.4,90,77.3,56.5,2018
158,Case Western Reserve University,"10,130",7.1,0.19,55.2,44.4,34.9,90.1,36.7,46.1,2018
159,University of Leicester,"14,635",14.1,0.38,55,32.2,34.5,91.4,35.2,89.9,2018
160,Texas A&M University,"56,245",23.6,0.09,55,50.4,56.3,60.2,41.2,52,2018
161,University of Arizona,"38,334",13,0.09,54.9,44.3,38.7,85.4,46.1,43.3,2018
162,"University of California, Santa Cruz","17,866",23,0.04,54.8,31.5,35,99.9,38.2,51.6,2018
163,Cardiff University,"24,185",13.5,0.26,54.8,35.8,39.3,84.5,35.5,80.6,2018
164,University of Erlangen-Nuremberg,"38,730",58.5,0.12,54.8,39.8,44,77.6,95.9,53,2018
165,University of Vienna,"35,375",20.8,0.26,54.7,42.6,47.6,66,33.2,93.4,2018
166,Vrije Universiteit Amsterdam,"24,554",18.1,0.07,54.7,32.5,40.7,89.1,56.3,60.7,2018
167,University of Würzburg,"22,537",33.9,0.09,54.7,35.8,42.8,86.5,46.1,53.7,2018
168,University of Alabama at Birmingham,"15,703",15.2,0.06,54.6,39.7,32.8,95.1,67.6,34.6,2018
169,Nanjing University,"33,456",14.2,0.10,54.5,49.6,47,64.9,77.8,54.4,2018
170,Tufts University,"10,463",9.3,0.16,54.5,44.1,33.4,88.1,36.7,52.7,2018
171,University of Cape Town,"20,775",11.7,0.18,54.4,30.5,36.2,87,88.5,81.1,2018
172,Rutgers University – New Brunswick,"43,439",11.1,0.10,54.3,43,45.3,79.7,36.9,39.2,2018
173,KTH Royal Institute of Technology,"12,951",16,0.17,54.2,42.3,46.3,67,50.9,83.7,2018
174,University of Münster,"42,287",42.6,0.07,54.2,40.3,42.1,81.2,60.8,47.7,2018
175,Université Libre de Bruxelles,"25,343",43.4,0.35,54,32.4,42.2,80.4,48.4,83.2,2018
176,Newcastle University,"20,950",15.6,0.30,54,33.4,40.8,80.6,41.6,86.7,2018
177,University of Liverpool,"19,815",11.7,0.35,53.9,32.7,34.7,86.8,37.1,89.9,2018
178,Zhejiang University,"50,051",14.1,0.06,53.9,57,63.7,45.1,89.4,25.2,2018
179,University of Luxembourg,"4,969",14.6,0.57,53.8,26.8,32.4,91.9,39.6,99.8,2018
180,University of Twente,"6,697",12.8,0.27,53.8,35.5,47,68.5,83.6,85.3,2018
181,Paris-Sud University,"27,221",14.5,0.16,53.7,40.4,33.1,86.8,32.3,63.5,2018
182,École Normale Supérieure de Lyon,"2,221",8.5,0.13,53.6,40.1,37.8,80.9,37.9,67.3,2018
183,Hong Kong Polytechnic University,"21,773",26.9,0.25,53.6,39.1,48.1,67.7,45.8,79.9,2018
184,Scuola Normale Superiore di Pisa,515,5.2,0.07,53.4,53.7,33.3,75.4,37.7,49.4,2018
185,University of Aberdeen,"12,055",13.9,0.36,53.3,30.3,33.6,87.1,41.9,93.3,2018
186,University of Miami,"15,860",5.9,0.16,53.1,42.5,24.4,90.3,37.2,67.1,2018
187,University of Dundee,"10,895",14.9,0.24,52.9,26.3,32,94.5,43.4,79.8,2018
188,University of East Anglia,"13,520",13.6,0.30,52.8,29.9,31.6,90.5,32.2,85.6,2018
189,Shanghai Jiao Tong University,"37,288",12.4,0.06,52.8,53.5,62.5,44.1,88.9,33.4,2018
190,Aalto University,"12,744",20.2,0.20,52.7,37.8,35.8,79.5,52.5,72.5,2018
191,University of Massachusetts,"59,230",13.3,0.14,52.6,36.3,32.2,88.8,51,54.8,2018
192,University of Auckland,"30,348",18.8,0.29,52.5,32.5,40.7,73.8,67.3,90.6,2018
193,"Northeastern University, US","18,780",14,0.32,52.4,35.6,26.8,91.7,35.4,70.1,2018
194,Tilburg University,"7,738",22.5,0.13,52.1,38.4,50.1,61.3,59,75.8,2018
195,Paris-Sorbonne University – Paris 4,"22,042",30.2,0.15,52,44.6,34.3,77.1,32.1,57.9,2018
196,"Royal Holloway, University of London","8,930",15.4,0.40,51.9,33.9,27.9,85,35,93,2018
197,"University of California, Riverside","20,740",20.7,0.14,51.7,30,30.9,92.3,37.4,63.9,2018
198,University of Gothenburg,"18,378",10,0.13,51.7,26.7,39.2,87.5,38.9,62.5,2018
199,National Taiwan University (NTU),"31,758",11.5,0.08,51.7,50.4,54.7,53.4,65,33.4,2018
200,Aalborg University,"15,512",13.6,0.13,48.3–51.6,28.2,36.2,84.2,46.5,70.7,2018
201,University of Antwerp,"16,056",35.2,0.16,48.3–51.6,34.6,40.1,73.3,75.9,66.3,2018
202,University of Barcelona,"47,458",12.4,0.10,48.3–51.6,32.4,32.5,83.2,34,50.6,2018
203,University of Bergen,"12,554",12,0.13,48.3–51.6,29.2,30.6,90,35.2,75.3,2018
204,University of Bologna,"62,296",22.2,0.10,48.3–51.6,43.6,30.1,80,39.1,47.4,2018
205,Brandeis University,"5,620",12.9,0.25,48.3–51.6,28.9,24.3,99.7,33.7,49.8,2018
206,University of Calgary,"27,084",15.7,0.19,48.3–51.6,34.6,35.8,77.2,53.5,73.6,2018
207,Chalmers University of Technology,"9,112",11.4,0.16,48.3–51.6,35.1,39.6,62.3,70.2,78.3,2018
208,University of Cincinnati – Uptown,"28,035",20.7,0.09,48.3–51.6,36.9,30.3,82,41,35.6,2018
209,Copenhagen Business School,"19,079",44.3,0.23,48.3–51.6,24.2,36.6,80.8,40.4,91.2,2018
210,University of Delaware,"20,125",16.8,0.10,48.3–51.6,27.8,37.5,79.5,91,45.4,2018
211,University of Duisburg-Essen,"41,916",53.8,0.13,48.3–51.6,32.8,29.9,88.8,73.8,52.7,2018
212,Florida State University,"38,386",26.3,0.07,48.3–51.6,41.3,42,73.3,37.2,47.3,2018
213,University of Fribourg,"10,769",45.4,0.18,48.3–51.6,34.2,35,65.5,58.5,86.9,2018
214,George Washington University,"22,015",12.9,0.16,48.3–51.6,44.8,30.4,77.2,32.6,50.3,2018
215,University of Hamburg,"38,182",48.4,0.12,48.3–51.6,43.5,42,65,67.7,58,2018
216,University of Hawai’i at Mānoa,"16,256",11,0.13,48.3–51.6,37.3,37.1,76.2,49.9,65.9,2018
217,Hebrew University of Jerusalem,"17,454",11.2,0.05,48.3–51.6,39.9,41.7,71.8,36.3,58.2,2018
218,University of Iceland,"8,693",15.3,0.10,48.3–51.6,19.5,29,93.4,57.3,63,2018
219,University of Iowa,"27,310",12.4,0.13,48.3–51.6,42,34,78.2,60.6,35.4,2018
220,James Cook University,"11,867",22.5,0.12,48.3–51.6,23.4,27.7,89.1,42.9,73.9,2018
221,University of Kiel,"25,392",23.4,0.08,48.3–51.6,31.5,28.1,94.4,9.1,52.4,2018
222,King Abdulaziz University,"31,554",8.1,0.21,48.3–51.6,25.6,15.3,97.3,77.8,92,2018
223,University of Konstanz,"11,381",48.2,0.12,48.3–51.6,39.1,44.5,65.2,69.9,61.8,2018
224,Korea University,"23,037",15.6,0.19,48.3–51.6,44.7,47.7,49,97.7,49,2018
225,University of Galway,"13,898",26.6,0.18,48.3–51.6,26.8,30.1,80.5,42.5,80.3,2018
226,Osaka University,"23,256",9.5,0.10,48.3–51.6,53.7,57.6,38.7,81.3,33.5,2018
227,University of Otago,"18,157",19.9,0.20,48.3–51.6,31.2,30.7,82.2,45.1,88.6,2018
228,University of Ottawa,"35,177",25.6,0.17,48.3–51.6,37.6,37.5,69.1,40.2,73.6,2018
229,Paris Diderot University – Paris 7,"27,992",14.9,0.17,48.3–51.6,30.2,25.8,89.7,32.6,67.7,2018
230,University of Passau,"11,804",74.8,0.09,48.3–51.6,30.2,23.6,92.7,40.8,49,2018
231,University of Potsdam,"20,066",59.1,0.10,48.3–51.6,35.6,41.4,74.3,42.2,55,2018
232,Queen’s University Belfast,"17,945",16.6,0.32,48.3–51.6,28.3,32.3,83.1,35.7,94.6,2018
233,Queensland University of Technology,"35,211",37,0.17,48.3–51.6,30.7,40.3,73,63.2,79.1,2018
234,RCSI University of Medicine and Health Sciences,"2,136",17.6,0.64,48.3–51.6,31.9,21.8,92.8,40.7,88.6,2018
235,University of Reading,"12,875",14.6,0.33,48.3–51.6,34.6,34.9,73.9,36.9,88.8,2018
236,Ruhr University Bochum,"43,004",61.1,0.13,48.3–51.6,36.6,42.9,62.3,73.2,52.3,2018
237,"St George’s, University of London","3,175",14.8,0.17,48.3–51.6,21.4,23.4,100,35.3,69.9,2018
238,University of South Australia,"17,575",25.8,0.41,48.3–51.6,31.5,36.3,63.3,81.6,91.8,2018
239,University of Stuttgart,"26,059",53.2,0.18,48.3–51.6,41.1,48.8,60,68.8,52.6,2018
240,University of Tampere,"9,360",22.2,0.03,48.3–51.6,25.8,32.4,88.2,51.5,41.6,2018
241,Technical University of Darmstadt,"17,776",44.5,0.16,48.3–51.6,39.2,43.7,57.2,95.9,54.3,2018
242,University of Technology Sydney,"25,256",43.6,0.37,48.3–51.6,29.7,40.5,71.7,51,94.2,2018
243,Tel Aviv University,"22,973",23.1,0.04,48.3–51.6,41.5,52.1,59.4,42.7,49.5,2018
244,University of Texas at Dallas,"22,967",25.4,0.25,48.3–51.6,25.7,29.4,89.8,41.5,57.7,2018
245,Tohoku University,"17,494",5.5,0.10,48.3–51.6,49.6,50.6,46.5,68.3,34.7,2018
246,Ulsan National Institute of Science and Technology (UNIST),"4,046",14.3,0.07,48.3–51.6,22.9,30.7,95.9,66,47.9,2018
247,University College Dublin,"21,605",23,0.26,48.3–51.6,29.2,37.5,74,38.1,89.3,2018
248,University of Utah,"30,040",14.5,0.10,48.3–51.6,37.2,34.1,88.5,46.1,33,2018
249,Vita-Salute San Raffaele University,"2,598",7.1,0.05,48.3–51.6,34,23.1,96.3,32.8,45.7,2018
250,University of Waterloo,"32,000",26.1,0.17,48.3–51.6,35.7,41.7,69.8,42.6,80,2018
251,Western University,"28,996",22,0.17,48.3–51.6,41.8,36.1,68.8,55.7,75.2,2018
252,Yonsei University (Seoul campus),"18,038",14.7,0.21,48.3–51.6,48.6,50.2,46.1,99.2,54.6,2018
253,Aix-Marseille University,"66,623",16.8,0.12,45.2–48.2,40.2,22.4,70,34.4,60.7,2018
254,University of Bath,"12,515",16.3,0.32,45.2–48.2,33.9,31.7,67.3,36,88.3,2018
255,University of Bayreuth,"12,917",37.9,0.08,45.2–48.2,34.4,34.1,67.8,62.7,54.7,2018
256,Bielefeld University,"23,683",66.8,0.08,45.2–48.2,36.9,42,58.6,54.5,46.3,2018
257,University of Bremen,"19,040",34.2,0.11,45.2–48.2,36.4,36.5,63.2,45.7,52.1,2018
258,University at Buffalo,"25,247",17.7,0.18,45.2–48.2,38.8,28.5,69.8,44.7,62.5,2018
259,Clark University,"3,316",11.7,0.26,45.2–48.2,23.7,23.7,93.4,32.6,60,2018
260,University of Colorado Denver/Anschutz Medical Campus,"15,491",5,0.08,45.2–48.2,30.2,18,95.1,42,29,2018
261,Colorado School of Mines,"5,557",17.6,0.11,45.2–48.2,33.6,26.8,81.7,55.5,41.3,2018
262,Dalhousie University,"15,201",14.9,0.20,45.2–48.2,26.6,28.3,74.3,41.5,82.4,2018
263,École des Ponts ParisTech,"1,749",12.3,0.41,45.2–48.2,38.1,16.9,74.9,63.3,79.4,2018
264,University of Essex,"10,985",16.5,0.43,45.2–48.2,33.4,32,62.8,32.5,95.8,2018
265,Goethe University Frankfurt,"45,387",13.3,0.15,45.2–48.2,32.5,27.8,73.4,38.6,60.7,2018
266,Griffith University,"31,772",22.3,0.19,45.2–48.2,23.4,29.8,77.7,40.7,82,2018
267,University of Hohenheim,"9,557",42.9,0.13,45.2–48.2,34.9,28.8,70,50.3,51.7,2018
268,University of Illinois Chicago,"25,450",11.4,0.19,45.2–48.2,42.1,31.6,68.2,42.1,56.2,2018
269,Indian Institute of Science,"3,550",8.4,0.01,45.2–48.2,53.8,48.6,44.4,49.5,19.5,2018
270,University of Innsbruck,"14,530",13.1,0.39,45.2–48.2,27.5,18.5,77.8,37.5,96.7,2018
271,Johannes Gutenberg University of Mainz,"34,219",32.1,0.10,45.2–48.2,36.4,23.6,79.8,57.5,55.2,2018
272,Université Laval,"29,322",16.9,0.13,45.2–48.2,37.7,28.7,70.3,54.7,66.8,2018
