rank,name,number_students,student_staff_ratio,intl_students,overall_score,teaching_score,research_score,citations_score,industry_income_score,international_outlook_score,tahun
148,Lancaster University,"12,200",12.8,0.39,57.3,36.5,40.3,88,35.6,93.3,2019
149,University of Nottingham,"29,430",14.6,0.30,57.2,42.7,42.8,80,40.8,86.8,2019
150,Ulm University,"10,719",28,0.13,57.2,40.6,36.7,92.6,75.8,57.6,2019
151,TU Dresden,"33,560",35.1,0.14,57,46,47.7,74.8,94.5,55.3,2019
152,Tufts University,"10,659",10.1,0.19,56.8,48.8,32,91.2,40.5,55.9,2019
153,University of Leeds,"28,675",14.2,0.28,56.6,40.7,43.5,79.7,39.5,85.5,2019
154,Sant’Anna School of Advanced Studies – Pisa,737,11.9,0.17,56.6,45.3,40.9,82.4,79.5,52.9,2019
155,Stockholm University,"31,500",23,0.08,56.6,32.3,47.7,87.2,36.5,73.9,2019
156,University of Cape Town,"22,137",12.1,0.18,56.5,31.7,41.5,87.2,87.6,82.4,2019
157,University of Florida,"46,555",17.5,0.10,56.5,55.3,51.2,66.7,62.6,39.9,2019
158,University of Aberdeen,"12,210",15.1,0.38,56.3,30.5,34.7,94.7,46.5,95,2019
159,University of Arizona,"39,264",13.3,0.09,56.2,43.4,43,85.5,49.4,44.8,2019
160,Hong Kong Polytechnic University,"21,977",27.8,0.25,56.2,42.4,49,68.3,43.4,95.7,2019
161,University of Würzburg,"22,264",30.3,0.10,56.2,38.1,42.6,87.3,59.8,57.9,2019
162,Scuola Normale Superiore di Pisa,539,6.7,0.09,56,57.7,37.6,75.7,35.2,51,2019
163,University of Sussex,"13,890",16.5,0.39,56,33,37.3,90,35.7,92.7,2019
164,University of Rochester,"9,681",4.2,0.29,55.9,45.1,31,90.8,41.5,63.7,2019
165,Technical University of Denmark,"9,116",6.5,0.25,55.9,40.2,38.6,79.1,64.4,92.3,2019
166,University of St Andrews,"8,965",12.7,0.47,55.8,42.3,40.2,76.4,36.4,96.3,2019
167,Vrije Universiteit Amsterdam,"23,919",17.8,0.08,55.7,34.4,41.4,89.5,54.3,64.2,2019
168,"University of California, Santa Cruz","17,868",23.1,0.05,55.6,33.5,36,99.1,39.5,53.2,2019
169,Eindhoven University of Technology,"8,443",19.7,0.19,55.6,44.6,46.6,66.4,99.6,77.4,2019
170,University of Leicester,"14,710",14,0.36,55.6,30.5,33.8,95.2,37.3,91.2,2019
171,National Taiwan University (NTU),"31,783",11.5,0.08,55.5,54.9,56.8,59.4,63.2,34.6,2019
172,Newcastle University,"21,500",14.5,0.29,55.4,32.9,39.6,86.6,41.6,88.2,2019
173,Texas A&M University,"58,567",25.8,0.09,55.4,51.6,54.6,61.1,47.5,53.4,2019
174,University of Notre Dame,"12,035",13.7,0.12,55.3,50.4,41.9,75.5,37.9,53.5,2019
175,University of Erlangen-Nuremberg,"38,368",54.9,0.11,55.2,41.5,43.5,78.6,86.9,52.4,2019
176,University of Lausanne,"11,957",9.6,0.23,54.9,32.5,44.1,77.5,67.3,92.7,2019
177,University of Ottawa,"35,002",25.6,0.18,54.9,39.1,39.3,81.6,43.2,77,2019
178,Rutgers University – New Brunswick,"44,127",11.2,0.16,54.9,45.4,44.5,77.4,39.8,50.4,2019
179,University of Alabama at Birmingham,"15,744",15.3,0.06,54.8,39.4,32.9,95.7,65.9,36.6,2019
180,University of Bologna,"66,998",23.9,0.11,54.7,51.2,32.6,82.7,43.9,49.2,2019
181,Aalto University,"12,421",19,0.23,54.5,40.5,37.7,79.6,49.6,78.4,2019
182,George Washington University,"22,844",13.2,0.17,54.5,49.9,30.6,85,34.5,53.5,2019
183,University of Liverpool,"21,590",13.8,0.35,54.5,32.2,35.9,87.5,39.4,91.5,2019
184,University of Münster,"42,974",43.9,0.08,54.4,40.7,43.2,81.2,51.6,47.8,2019
185,"Northeastern University, US","19,191",13.8,0.33,54.4,37,26.5,96.3,37.2,74,2019
186,University of Twente,"7,149",13.5,0.30,54.4,40.8,47,64.5,81.6,89.3,2019
187,Cardiff University,"24,245",12.8,0.26,54.2,33.6,37.1,86.3,37.2,82.7,2019
188,KTH Royal Institute of Technology,"12,486",15.4,0.18,54.2,43.7,44.6,66.4,50.4,86.3,2019
189,University of Konstanz,"11,288",52.3,0.12,54.1,39.4,45.1,74.2,69.6,63.7,2019
190,Shanghai Jiao Tong University,"40,711",11,0.09,54.1,60.2,54.8,46.2,78.5,49.9,2019
191,University of Duisburg-Essen,"42,931",54.7,0.18,54,35.3,32.2,91.9,71.2,58.9,2019
192,University of East Anglia,"13,985",13.6,0.29,54,28.2,30.9,96.2,35.3,87.4,2019
193,Western University,"29,732",22.9,0.17,54,41.5,36.1,78,59.8,77.6,2019
194,Aalborg University,"16,021",13.7,0.14,53.9,30.7,37.7,88.9,47.1,73.9,2019
195,Paris Diderot University – Paris 7,"28,918",15,0.20,53.9,46.4,19.5,93.1,34,72,2019
196,University of Technology Sydney,"25,637",43.4,0.36,53.6,32.2,41.8,76.4,52.2,95.4,2019
197,University of Bergen,"13,116",12.3,0.14,53.3,30.7,30.6,94,36.5,77.9,2019
198,Korea University,"22,705",15.6,0.21,53.2,48.4,50.1,58.1,98.3,50.7,2019
199,University of Calgary,"27,489",15.7,0.19,53.1,34.6,34.4,84.1,55.7,76.6,2019
200,University of Antwerp,"15,096",29.6,0.16,49.5–53.0,35.1,38,75.2,74.5,67.9,2019
201,University of Auckland,"30,041",18.4,0.30,49.5–53.0,30.1,40.7,76.5,61.6,91.7,2019
202,University of Barcelona,"46,002",11.9,0.10,49.5–53.0,37.7,32.3,85.1,40.1,52.6,2019
203,University of Bath,"13,200",16.6,0.33,49.5–53.0,32,31.7,77.8,38.2,89.8,2019
204,Bielefeld University,"24,255",64.3,0.08,49.5–53.0,35.4,40,79.3,53.4,46.4,2019
205,Brandeis University,"5,385",12.5,0.26,49.5–53.0,28.5,23.6,99.9,34.6,52.4,2019
206,University at Buffalo,"25,419",17.1,0.17,49.5–53.0,40.7,34.6,73.1,43.3,63.8,2019
207,"University of California, Riverside","20,864",19.6,0.14,49.5–53.0,29.5,31.6,92,41,65.6,2019
208,Chalmers University of Technology,"9,257",12.4,0.17,49.5–53.0,41.1,40.7,60.7,71,81.5,2019
209,Copenhagen Business School,"17,003",30.6,0.25,49.5–53.0,24.8,32.3,88,41.3,92.2,2019
210,University of Dundee,"10,960",15.5,0.23,49.5–53.0,23.7,30.5,94.1,46.8,80.3,2019
211,École des Ponts ParisTech,"1,943",13.4,0.47,49.5–53.0,40.1,25.6,76.8,59.8,82.7,2019
212,École Normale Supérieure de Lyon,"2,207",8.2,0.13,49.5–53.0,42.7,41.2,70.3,43.7,64.9,2019
213,University of Fribourg,"10,850",45.6,0.18,49.5–53.0,33.9,34.4,73.3,60.3,87.5,2019
214,University of Gothenburg,"18,873",9.9,0.12,49.5–53.0,25.8,39.8,92,39.4,62.9,2019
215,University of Hawai’i at Mānoa,"15,750",11,0.11,49.5–53.0,35.5,37.1,75,50.6,64.4,2019
216,Hebrew University of Jerusalem,"16,492",11.5,0.05,49.5–53.0,45,44,64.9,40.6,59.4,2019
217,University of Hohenheim,"9,373",41.8,0.15,49.5–53.0,33.3,29.2,86,56.8,54.5,2019
218,University of Iowa,"27,897",12.3,0.13,49.5–53.0,42.9,33.8,81.3,54.6,37.1,2019
219,James Cook University,"11,882",22.3,0.12,49.5–53.0,23.5,27.2,91.9,41.9,75.4,2019
220,University of Kiel,"25,957",22.2,0.08,49.5–53.0,30.9,27,92.8,34,54.1,2019
221,King Abdulaziz University,"33,111",8,0.21,49.5–53.0,27.8,16.3,99,77.2,92.9,2019
222,Université Libre de Bruxelles,"26,936",35.9,0.35,49.5–53.0,29.4,41.8,79.9,43.6,85.9,2019
223,University of Luxembourg,"4,969",16.5,0.57,49.5–53.0,29.5,30.6,87.7,42.8,99.7,2019
224,Macquarie University,"28,729",43.8,0.26,49.5–53.0,33.4,37.3,71.3,46.2,81.6,2019
225,University of Massachusetts,"59,906",12.8,0.14,49.5–53.0,36.6,28.7,89.5,50,58.4,2019
226,Medical University of Graz,"3,368",10.7,0.23,49.5–53.0,30.2,24.4,89,63.3,73.2,2019
227,Medical University of Vienna,"7,086",7.9,0.29,49.5–53.0,32.1,21.9,90.5,49.7,78.8,2019
228,University of Miami,"15,923",5.9,0.16,49.5–53.0,41.6,25.2,86.2,39.3,60.4,2019
229,University of Otago,"18,283",20.1,0.20,49.5–53.0,27.9,30.7,82.6,37.4,89.5,2019
230,University of Padua,"43,289",20.9,0.04,49.5–53.0,39.9,27.7,83.7,37.5,42.4,2019
231,Paris-Sud University,"29,509",16.3,0.17,49.5–53.0,36.5,33.7,87.6,34.3,64.5,2019
232,University of Passau,"10,465",72.2,0.11,49.5–53.0,31.4,35.9,89.1,44.3,57,2019
233,University of Potsdam,"19,294",56.8,0.10,49.5–53.0,37.2,39.2,74.3,43.1,55.3,2019
234,Queen’s University Belfast,"17,655",16.9,0.35,49.5–53.0,27.5,32.6,87.6,38.7,96.3,2019
235,Queensland University of Technology,"33,931",35.3,0.16,49.5–53.0,28.6,37.9,81.3,56.7,79.9,2019
236,RCSI University of Medicine and Health Sciences,"2,202",19.1,0.68,49.5–53.0,30.7,24.5,91.3,45.7,91.5,2019
237,University of Reading,"13,395",14.3,0.33,49.5–53.0,34.3,34.3,75.8,39,91.2,2019
238,University of South Australia,"17,465",26.1,0.44,49.5–53.0,30.5,37.1,68.1,79.7,92.9,2019
239,University of Tampere,"9,484",21.8,0.05,49.5–53.0,28,32.5,91,50.7,43.7,2019
240,Tel Aviv University,"22,878",22.9,0.05,49.5–53.0,43.3,52,64.4,43.5,51.2,2019
241,Tilburg University,"7,666",21.2,0.14,49.5–53.0,38.7,48.1,66.2,54.3,76.6,2019
242,Ulsan National Institute of Science and Technology (UNIST),"4,255",13.5,0.08,49.5–53.0,24.5,34.5,96.3,70.1,49.7,2019
243,University College Dublin,"22,081",23.5,0.27,49.5–53.0,30.7,36.6,76.4,40.6,91.3,2019
244,University of Utah,"30,036",14.1,0.09,49.5–53.0,36.5,33.7,88.9,40.7,33.4,2019
245,Vita-Salute San Raffaele University,"2,745",7.3,0.05,49.5–53.0,36.5,23.8,97.1,35.1,46,2019
246,University of Waterloo,"32,395",23.7,0.18,49.5–53.0,32.2,39.7,69.3,43.3,82.4,2019
247,William & Mary,"8,098",11.8,0.09,49.5–53.0,47.8,19.8,86.7,34.6,34.5,2019
248,University of the Witwatersrand,"28,279",26.1,0.08,49.5–53.0,27.7,40.8,81,100,74.2,2019
249,University of Wollongong,"18,209",31.2,0.26,49.5–53.0,30.3,33.5,75.7,52.8,90.9,2019
250,Yonsei University (Seoul campus),"17,875",14.7,0.22,49.5–53.0,50.8,51.1,50.6,97.2,56.9,2019
251,Brighton and Sussex Medical School,795,11.4,0.15,46.4–49.4,21,19,100,34,74.2,2019
252,University of Canberra,"10,098",29.2,0.29,46.4–49.4,20,27.7,95,37.4,68,2019
253,University of Cincinnati – Uptown,"28,049",20.5,0.09,46.4–49.4,37.2,31,82.6,40.5,39.8,2019
254,Clark University,"3,136",11.9,0.25,46.4–49.4,25.1,25.5,89.2,34.3,58.9,2019
255,Colorado School of Mines,"5,556",16.7,0.12,46.4–49.4,32.9,27.8,84.4,50.5,42.7,2019
256,Dalhousie University,"15,150",14.7,0.21,46.4–49.4,25.5,29,79,45.6,83.7,2019
257,University of Delaware,"20,348",16.9,0.10,46.4–49.4,28.5,37.4,77.4,91.5,46.2,2019
258,University of Essex,"11,130",15.7,0.41,46.4–49.4,31.8,31.7,68.3,34.8,96.6,2019
259,Flinders University,"15,939",24.1,0.31,46.4–49.4,25.7,29.6,78.7,37.6,86.7,2019
260,Florida State University,"38,661",24.5,0.07,46.4–49.4,38.4,40,70.9,39.5,43,2019
261,Goethe University Frankfurt,"45,826",19.9,0.15,46.4–49.4,34,29.6,76.5,43.8,59.1,2019
262,Griffith University,"31,574",22.2,0.19,46.4–49.4,24.5,31.3,79.9,42.8,82.9,2019
263,University of Iceland,"8,276",14.1,0.11,46.4–49.4,19.3,29.6,86.9,57.9,62.6,2019
264,University of Illinois Chicago,"25,705",11.2,0.19,46.4–49.4,44.6,30.8,71.4,42.7,55.3,2019
265,Indian Institute of Science,"4,071",9.4,0.01,46.4–49.4,56.7,51.4,41.7,50.7,20.2,2019
266,Constructor University,"1,114",16.6,0.69,46.4–49.4,40.7,33,62.4,60,83.1,2019
267,Johannes Gutenberg University of Mainz,"32,359",28,0.11,46.4–49.4,36.7,23,80.3,64,55.8,2019
268,Université Laval,"29,588",16.9,0.13,46.4–49.4,38.7,29.5,69.9,58.8,68.7,2019
269,University of Marburg,"25,942",35.7,0.10,46.4–49.4,36.1,25.7,81.6,38.8,50.9,2019
270,University of Navarra,"10,717",14.7,0.20,46.4–49.4,34.1,24.2,82,66.6,63.2,2019
271,North Carolina State University,"30,190",12.8,0.14,46.4–49.4,37.3,34.3,69.8,43.4,55.9,2019
272,Oregon Health and Science University,"2,899",1,0.03,46.4–49.4,35.1,16.5,99.5,45,25.6,2019
273,Osaka University,"23,173",7.8,0.10,46.4–49.4,54.7,51.2,35.7,58.4,33.4,2019
