rank,name,number_students,student_staff_ratio,intl_students,overall_score,teaching_score,research_score,citations_score,industry_income_score,international_outlook_score,tahun
274,University of Oulu,"9,764",23.5,0.07,46.4–49.4,32.5,31.3,75.1,42,53.7,2019
275,Queen’s University,"22,884",24.7,0.12,46.4–49.4,39.3,34.4,65.5,44.7,65.3,2019
276,"Royal Holloway, University of London","9,100",14.9,0.39,46.4–49.4,30.4,26.7,80,37.3,92.9,2019
277,Ruhr University Bochum,"42,425",61.2,0.14,46.4–49.4,38.6,42.9,59.9,56.7,53.8,2019
278,"St George’s, University of London","3,240",15.4,0.19,46.4–49.4,21.6,21.3,99.1,36.5,73.2,2019
279,University of São Paulo,"82,962",15.3,0.04,46.4–49.4,55.9,53.5,37,39.5,32.7,2019
280,Sapienza University of Rome,"68,282",21.8,0.06,46.4–49.4,38,38.3,70.4,44.2,39.6,2019
281,Simon Fraser University,"26,313",27.3,0.30,46.4–49.4,24.6,33.4,75.4,47,91.2,2019
282,University of Southern Denmark,"25,975",14.3,0.16,46.4–49.4,19.6,26.1,86.5,68.1,79.1,2019
283,University of South Florida (Tampa),"33,413",18.8,0.13,46.4–49.4,30.6,36.4,76.1,87.2,50.7,2019
284,Stony Brook University,"23,722",10.6,0.23,46.4–49.4,34.2,22.4,83.8,35.7,70.2,2019
285,University of Stuttgart,"26,697",47.1,0.20,46.4–49.4,42,47.5,56.1,62.6,53.1,2019
286,University of Surrey,"11,985",15.7,0.40,46.4–49.4,32,32.6,72.2,47.7,93.2,2019
287,Swansea University,"14,980",16.6,0.23,46.4–49.4,22.1,24.8,91.1,36.2,82,2019
288,Swedish University of Agricultural Sciences,"3,745",4.4,0.04,46.4–49.4,32.5,29.1,78.3,95.7,47.2,2019
289,Syracuse University,"20,277",16,0.20,46.4–49.4,32,28.3,79.2,40.6,48.3,2019
290,Technical University of Darmstadt,"18,221",40.7,0.16,46.4–49.4,41.3,43.6,58,87.9,56.4,2019
291,University of Texas at Dallas,"20,787",21.6,0.25,46.4–49.4,23.7,28.6,87.5,41.6,59.5,2019
292,Tohoku University,"17,687",5.5,0.11,46.4–49.4,53,47.7,46.1,71.9,37,2019
293,Tokyo Institute of Technology,"9,612",7.5,0.14,46.4–49.4,54.3,52.7,39.9,68.1,39.4,2019
294,University of Trento,"12,856",20.2,0.08,46.4–49.4,25.4,30.5,85.2,41.3,58.2,2019
295,TU Wien,"17,827",34,0.29,46.4–49.4,40.2,36.6,52.7,66.7,82.9,2019
296,Virginia Polytechnic Institute and State University,"32,296",18.5,0.14,46.4–49.4,34.8,39.8,70.2,48.2,52.4,2019
297,Vrije Universiteit Brussel,"11,101",27.8,0.22,46.4–49.4,35.4,36.1,66.4,57.9,74.1,2019
298,Wake Forest University,"7,588",4,0.07,46.4–49.4,41.3,18.4,87.8,44.1,29.3,2019
299,Aix-Marseille University,"69,147",17.1,0.11,44.0–46.3,40.6,22.4,68.4,37.4,58.7,2019
300,University of Alaska Fairbanks,"3,667",8.4,0.06,44.0–46.3,27.9,24.9,76.9,44.9,53.4,2019
301,Alfaisal University,"2,407",10.6,0.40,44.0–46.3,19.3,23,78.1,53.6,98.7,2019
302,American University,"10,790",10.8,0.13,44.0–46.3,43.1,21.7,76.6,39.4,33.5,2019
303,Anglia Ruskin University (ARU),"16,500",22.4,0.28,44.0–46.3,15.3,12.8,98.7,34.7,79,2019
304,Auckland University of Technology,"18,160",17.5,0.44,44.0–46.3,17.3,16.6,91.4,35.6,96,2019
305,University of Bayreuth,"12,784",36.7,0.08,44.0–46.3,35.1,31.2,65.6,56.8,55.2,2019
306,"Birkbeck, University of London","8,240",16.2,0.40,44.0–46.3,27.9,31.4,66.9,34.2,87.5,2019
307,Boston College,"13,035",15.9,0.14,44.0–46.3,36.1,25.3,72.3,45.2,57.6,2019
308,University of Bremen,"19,173",31.4,0.11,44.0–46.3,36.2,35.1,60.4,48.5,53.8,2019
309,University of Canterbury,"12,492",17.2,0.22,44.0–46.3,22.4,26.6,74.9,36.7,92.1,2019
310,University of Colorado Denver/Anschutz Medical Campus,"17,853",5.4,0.07,44.0–46.3,33.6,13.9,96.1,34,28.8,2019
311,University of Connecticut,"30,356",14.6,0.08,44.0–46.3,36.7,29.8,67.3,37.1,46.1,2019
312,Curtin University,"30,904",18.3,0.35,44.0–46.3,20.6,25.7,74.8,41.6,94.9,2019
313,Cyprus University of Technology,"3,114",17.7,0.08,44.0–46.3,15.8,14.9,95.5,35.3,70.6,2019
314,University of Denver,"9,421",13.2,0.10,44.0–46.3,40.2,21.5,76.2,35.3,28,2019
315,Federal University of Toulouse Midi-Pyrénées,"101,658",25,0.18,44.0–46.3,31.9,30.6,64.5,37.4,72.1,2019
316,George Mason University,"28,261",17.7,0.09,44.0–46.3,29,25.8,79.3,35.3,44.1,2019
317,Grenoble Alpes University,"40,758",17.5,0.13,44.0–46.3,32.4,27.8,75.1,35.6,59.4,2019
318,Heriot-Watt University,"9,160",16.8,0.38,44.0–46.3,27.1,23,73,41.2,94.1,2019
319,University of Houston,"42,962",43.6,0.10,44.0–46.3,38.8,32.4,61.6,38.3,42.1,2019
320,Khalifa University,"3,288",8.1,0.28,44.0–46.3,25.3,29.1,65.3,100,96.4,2019
321,La Trobe University,"21,203",34.8,0.28,44.0–46.3,25.2,32.5,65.4,54.1,81.7,2019
322,University of Liège,"20,730",26.5,0.21,44.0–46.3,29.8,37,60.1,98.2,69.8,2019
323,University of Malaya,"17,095",8.9,0.23,44.0–46.3,37,27.1,59.1,52.3,85,2019
324,University of Milan,"46,843",23,0.06,44.0–46.3,33.4,27,76.5,44,42.1,2019
325,Montpellier University,"39,837",19.9,0.14,44.0–46.3,36.9,20.8,73,37,60.3,2019
326,Nagoya University,"15,630",9.2,0.10,44.0–46.3,48.1,49,42.4,77.9,31.4,2019
327,University of Naples Federico II,"49,789",20.5,0.01,44.0–46.3,36,22.6,77.7,38,29.9,2019
328,University of Galway,"13,888",26.8,0.18,44.0–46.3,27.5,30.9,71.9,44.9,80.5,2019
329,University of Newcastle,"22,220",20.9,0.17,44.0–46.3,23.8,26.9,74.1,57,82.3,2019
330,University of New Mexico (Main campus),"21,506",18.8,0.05,44.0–46.3,27.8,32,78.7,37.3,32,2019
331,Oregon State University,"24,280",16.2,0.11,44.0–46.3,31.3,30.4,71.2,38.1,51.1,2019
332,University of Pisa,"32,751",22.1,0.05,44.0–46.3,32.2,25.2,79.5,40.8,39.9,2019
333,Politecnico di Milano,"33,663",24.2,0.15,44.0–46.3,33.2,34.7,63.3,68.9,57.4,2019
334,Reykjavík University,"3,110",27.2,0.07,44.0–46.3,13.6,17.6,99.9,36.2,62.7,2019
335,Southern University of Science and Technology (SUSTech),"2,115",6.3,0.00,44.0–46.3,22.1,17.8,89,37.5,61.9,2019
336,Stellenbosch University,"23,750",26,0.08,44.0–46.3,28.5,34.1,65.8,60.4,54,2019
337,Sun Yat-sen University,"51,061",16.2,0.09,44.0–46.3,42.6,33.6,60.8,55.8,34.3,2019
338,University of Tartu,"8,518",11.3,0.06,44.0–46.3,25.1,26.4,81.1,36.8,51.9,2019
339,Technion Israel Institute of Technology,"14,703",21.8,0.05,44.0–46.3,35.7,33.1,59.3,42.6,64.1,2019
340,The University of Tennessee-Knoxville,"25,720",16.7,0.05,44.0–46.3,33.7,23.2,82.2,41.3,44.7,2019
341,TU Dortmund University,"33,665",102,0.10,44.0–46.3,36,40.2,59.6,44.9,43.7,2019
342,Tulane University,"11,120",10.5,0.11,44.0–46.3,43.2,23.4,73.1,37,41.1,2019
343,Umeå University,"16,762",11.9,0.11,44.0–46.3,24,29.4,80.9,36.9,62.5,2019
344,University College Cork,"16,578",22.2,0.18,44.0–46.3,25.8,28.4,68.9,49.9,80.1,2019
345,Université de Versailles Saint-Quentin-en-Yvelines,"16,817",24.1,0.14,44.0–46.3,18.3,22.9,94.2,35.7,62.2,2019
346,Victoria University,"15,153",31.1,0.19,44.0–46.3,23.4,25,78,41.8,74.8,2019
347,University of Victoria,"19,286",23.4,0.21,44.0–46.3,21.9,28,71.6,43,86.5,2019
348,Washington State University,"27,689",19.3,0.08,44.0–46.3,31.3,28.4,75.2,51.5,48.3,2019
349,Wayne State University,"22,123",11,0.09,44.0–46.3,33.7,17.7,82.2,43.9,38.1,2019
350,Wuhan University,"50,015",14.2,0.08,44.0–46.3,48,34.1,47.1,87.3,40.4,2019
351,Aberystwyth University,"7,165",15.7,0.18,41.7–43.9,26.2,24,67.8,37.9,75,2019
352,Aston University,"9,925",21.6,0.29,41.7–43.9,23,24.3,65.2,36,93.2,2019
353,Autonomous University of Madrid,"29,532",13.4,0.14,41.7–43.9,33.9,28.4,64.8,37.8,51.1,2019
354,Babol Noshirvani University of Technology,"5,353",30.9,0.00,41.7–43.9,13.6,21.3,100,47.8,16,2019
355,"University of California, Merced","6,680",19.3,0.08,41.7–43.9,16.2,20.5,96.4,37.8,40.1,2019
356,"City, University of London","14,065",18.6,0.53,41.7–43.9,23.4,26.1,67.5,35.4,94.5,2019
357,University of Côte d’Azur,"35,112",21.8,0.23,41.7–43.9,27.1,16.5,74.5,38.8,82.4,2019
358,University of Crete,"14,890",27.8,0.04,41.7–43.9,18,19.1,87.9,39.8,47.6,2019
359,University of Cyprus,"6,861",22.7,0.10,41.7–43.9,20.7,26.4,68,49,79.8,2019
360,Deakin University,"37,330",30.3,0.19,41.7–43.9,23.3,28.8,67.9,38.3,81.3,2019
361,Drexel University,"19,650",10.5,0.18,41.7–43.9,36.2,19.3,67.9,40.6,50.7,2019
362,University of Eastern Finland,"11,572",18.7,0.07,41.7–43.9,25.8,28,75.4,38.2,50.8,2019
363,Free University of Bozen-Bolzano,"3,445",11.4,0.11,41.7–43.9,19.3,12.6,87.2,34.5,74.5,2019
364,Hanyang University,"20,010",14.8,0.19,41.7–43.9,39.1,40,44.1,86.1,59.8,2019
365,Hofstra University,"9,813",13.6,0.10,41.7–43.9,37.9,12.7,84.7,34,29.4,2019
366,Huazhong University of Science and Technology,"56,282",16.6,0.05,41.7–43.9,37.9,32.9,57.1,75.2,24.6,2019
367,IMT Atlantique,"1,664",8,0.45,41.7–43.9,31.9,22.2,59.8,90.4,75.6,2019
368,Indian Institute of Technology Indore,"1,118",8.6,0.00,41.7–43.9,25.1,20.2,86.5,34,18.2,2019
369,University of Innsbruck,"14,524",13,0.39,41.7–43.9,26.7,19.9,71.1,43.7,97.4,2019
370,Iowa State University,"31,931",18.3,0.12,41.7–43.9,28.8,32.2,63.7,49.5,55.5,2019
371,Jordan University of Science and Technology,"22,318",12.1,0.19,41.7–43.9,15.2,7.8,98.3,36.9,63.6,2019
372,Justus Liebig University Giessen,"28,389",47,0.09,41.7–43.9,34.9,33,59.3,40.7,53.3,2019
373,University of Kansas,"24,450",9.9,0.09,41.7–43.9,37.2,24.5,65.6,41.9,33.6,2019
374,University of Kent,"17,370",13.1,0.30,41.7–43.9,23.7,23.4,69.8,34.4,90.8,2019
375,Kyung Hee University,"22,013",16.9,0.23,41.7–43.9,33.9,38.3,50.3,86.9,64.7,2019
376,Linköping University,"18,221",8.2,0.11,41.7–43.9,24.1,19.2,79.1,43.8,64,2019
377,University of Macau,"9,893",15.2,0.36,41.7–43.9,26.2,29.8,60.3,45.4,99.3,2019
378,Maynooth University,"8,768",27.6,0.12,41.7–43.9,20.8,27.7,73.1,37.1,78.9,2019
379,University of Modena and Reggio Emilia,"16,137",22.2,0.06,41.7–43.9,31.3,19.3,78.4,41.3,39.2,2019
380,Nankai University,"28,336",13.7,0.06,41.7–43.9,38.2,20.8,75.1,43.1,32.3,2019
381,University of Nebraska-Lincoln,"22,728",16.6,0.12,41.7–43.9,32.2,26.2,66.5,39.5,54.7,2019
382,Norwegian University of Science and Technology,"34,803",16.2,0.09,41.7–43.9,25.2,28.5,67.8,37.9,60.8,2019
383,University of Perugia,"23,401",34.4,0.05,41.7–43.9,17,20.6,90.8,45.4,44.3,2019
384,Rensselaer Polytechnic Institute,"7,459",15.4,0.19,41.7–43.9,27.9,30.1,67.1,68.3,49.9,2019
385,Rush University,"2,426",1.4,0.01,41.7–43.9,34.6,10.6,90.4,39.5,20,2019
386,Sabancı University,"3,632",22,0.10,41.7–43.9,27.3,35.6,56.3,95.5,48.4,2019
387,University of Salerno,"23,171",24.3,0.02,41.7–43.9,17.5,17.4,93.9,37.7,33.1,2019
388,University of Siena,"12,143",13.8,0.07,41.7–43.9,36.9,20.3,69.7,36.6,42.5,2019
389,University of Stirling,"9,185",16,0.22,41.7–43.9,21.4,25,75.9,35.6,78.7,2019
390,University of Tasmania,"11,920",15,0.26,41.7–43.9,24.6,31.3,60.2,50.6,86.2,2019
391,Temple University,"34,450",9.1,0.09,41.7–43.9,34,16.3,83.2,37.1,37.5,2019
392,University of Turku,"12,604",16.3,0.06,41.7–43.9,25.3,29.3,73.8,36.5,52,2019
393,United Arab Emirates University,"7,494",9.2,0.24,41.7–43.9,23.2,18.9,69.5,47.4,94.3,2019
394,University of Vermont,"11,126",8.7,0.05,41.7–43.9,27.9,19.9,81.4,47.1,28.7,2019
395,Western Sydney University,"32,461",33.2,0.14,41.7–43.9,17.6,27,76.4,39.7,79.8,2019
396,York University,"46,220",41.5,0.24,41.7–43.9,31,41.3,47.9,42.5,75.3,2019
397,The University of Alabama,"34,539",22.3,0.05,37.1–41.6,26.1,21.1,79.2,34.8,29,2019
398,University of Alabama in Huntsville,"5,969",14.1,0.09,37.1–41.6,20.7,21.3,67.1,68.2,44.8,2019
399,American University of Beirut,"8,214",8.6,0.21,37.1–41.6,27.9,14.6,66.2,39.3,88.3,2019
400,Australian Catholic University,"23,078",42.4,0.11,37.1–41.6,18.3,26.9,62,39.4,71.7,2019
401,Bangor University,"9,275",18.9,0.24,37.1–41.6,24.9,21.6,67.7,35.6,81.6,2019
402,University of Bari Aldo Moro,"30,273",20.6,0.01,37.1–41.6,17.3,17,82.1,37.4,32,2019
403,Bar-Ilan University,"16,637",17.7,0.05,37.1–41.6,28.1,34.3,52.3,52.9,53.3,2019
404,University of Bordeaux,"54,484",21.3,0.13,37.1–41.6,31.1,21.6,66.8,36.5,56.9,2019
405,Brunel University London,"10,980",15.9,0.38,37.1–41.6,26.2,26.6,57.3,38.2,94.8,2019
406,University of Calabria,"29,008",33.3,0.02,37.1–41.6,16.4,22,72.9,89.3,37.7,2019
407,University of Campinas,"27,936",14.5,0.04,37.1–41.6,46.8,37.5,33.4,44.6,28.6,2019
408,Catholic University of the Sacred Heart,"30,690",22.2,0.09,37.1–41.6,19.1,20.4,69.3,43.6,44.8,2019
409,Centrale Nantes,"1,656",16,0.43,37.1–41.6,32.3,28.5,44.3,80.6,82.8,2019
410,CentraleSupélec,"4,339",12.1,0.32,37.1–41.6,30.8,18.7,53.9,65.6,83.8,2019
411,Charles University,"49,236",12.9,0.17,37.1–41.6,31.6,24.8,55.9,34.4,57.4,2019
412,Claude Bernard University Lyon 1,"26,034",12.3,0.13,37.1–41.6,23.5,21.9,63.5,38.6,55.7,2019
413,"Colorado State University, Fort Collins","25,374",16.5,0.06,37.1–41.6,29,25.7,68.1,39.1,38.4,2019
414,Complutense University of Madrid,"64,466",20.1,0.14,37.1–41.6,42.4,28.4,42.7,35.6,44.3,2019
415,University of Desarrollo,"15,925",18,0.02,37.1–41.6,12.5,8.2,94.3,35.5,45.6,2019
416,Diego Portales University,"16,802",14.6,0.02,37.1–41.6,13.2,10.3,90.1,34,51.2,2019
417,Dublin City University,"9,748",27.3,0.14,37.1–41.6,23.5,28.5,52,48.8,78.7,2019
418,University of Ferrara,"14,464",24.4,0.07,37.1–41.6,18.7,20,74.8,38.4,43.7,2019
419,University of Florence,"35,055",20.5,0.07,37.1–41.6,36.3,13.4,68.2,39.9,41.4,2019
420,Florida International University,"33,394",23.9,0.08,37.1–41.6,28.9,21.8,61.8,37,38.3,2019
421,Fujita Health University,"2,810",3.1,0.00,37.1–41.6,23,8.7,88.1,37.3,18.3,2019
422,University of Genoa,"23,547",18.9,0.09,37.1–41.6,30.4,20.5,66,42.1,43.2,2019
423,University of Georgia,"34,707",16.6,0.08,37.1–41.6,33.6,32.1,59,36.6,43.9,2019
424,Georgia State University,"33,233",16.1,0.05,37.1–41.6,32,25,62.3,34.4,38.1,2019
425,Graz University of Technology,"6,403",10.2,0.19,37.1–41.6,30.4,17.3,57.3,70.8,77.3,2019
426,University of Greifswald,"10,414",19.7,0.06,37.1–41.6,31.4,20.9,61.1,37.6,47,2019
427,Gwangju Institute of Science and Technology (GIST),"1,964",11.6,0.06,37.1–41.6,41.9,39.4,38.3,69.4,34.2,2019
428,Hamburg University of Technology,"7,452",50.7,0.18,37.1–41.6,35.7,24.1,47.8,78.2,50.8,2019
429,Harbin Institute of Technology,"30,116",9.9,0.10,37.1–41.6,41.5,34,39.5,98.4,35,2019
430,Hasselt University,"5,256",32.4,0.12,37.1–41.6,30.4,28.6,55.3,54.1,67.6,2019
431,Hokkaido University,"18,114",7.9,0.10,37.1–41.6,45,39.7,34.9,59,35.3,2019
432,Hong Kong Baptist University,"10,872",10.5,0.31,37.1–41.6,23.3,14.3,64.2,36.6,98,2019
433,Indian Institute of Technology Bombay,"10,001",17.1,0.01,37.1–41.6,44.3,33,47,71.9,19.6,2019
434,Indian Institute of Technology Roorkee,"7,925",17.4,0.02,37.1–41.6,34.9,29.6,53.4,82.9,16.2,2019
435,JSS Academy of Higher Education and Research,"5,421",8.6,0.08,37.1–41.6,37.1,7.7,80.8,35.1,25.7,2019
436,University of Jyväskylä,"10,338",15.9,0.05,37.1–41.6,27.7,29.3,59.7,36,51.5,2019
437,University of Kaiserslautern,"14,648",53.9,0.16,37.1–41.6,35.8,23.6,49.2,69.6,49.9,2019
438,University of Kentucky,"27,299",14.5,0.05,37.1–41.6,27.4,28.9,55.2,39.1,36.6,2019
439,Koç University,"5,378",15.7,0.08,37.1–41.6,25.6,32.8,55.1,79.4,53.8,2019
440,University of KwaZulu-Natal,"35,451",28.4,0.05,37.1–41.6,24.6,28.7,60.9,38.3,55.9,2019
441,Kyushu University,"18,647",8.3,0.12,37.1–41.6,46.2,39.8,34,77.3,37,2019
442,Leibniz University Hannover,"26,318",44.4,0.12,37.1–41.6,36.4,27,46.5,48,45.7,2019
443,University of Lille,"66,710",28.2,0.12,37.1–41.6,19.8,22.8,64.1,38.6,58.5,2019
444,Loughborough University,"14,225",14.7,0.24,37.1–41.6,31.6,31.3,51.4,38.5,79.6,2019
445,University of Manitoba,"29,260",28.4,0.16,37.1–41.6,26.6,31,63.8,41.6,53,2019
446,Marche Polytechnic University,"10,850",20.9,0.04,37.1–41.6,21.2,18.8,73.6,40.5,30.5,2019
447,Middlesex University,"15,135",18,0.46,37.1–41.6,19.2,16.9,77.3,34.2,88.7,2019
448,University of Milan-Bicocca,"26,508",30.4,0.06,37.1–41.6,23.3,19.8,79,38.1,43.5,2019
449,University of Montana,"8,957",16.1,0.03,37.1–41.6,37.9,20.4,68,34.6,26.6,2019
450,Murdoch University,"15,723",30.9,0.43,37.1–41.6,19.3,24.8,62,42.1,90.8,2019
451,National Taiwan University of Science and Technology (Taiwan Tech),"8,087",18.9,0.13,37.1–41.6,30.5,42.7,37.6,66.2,39.3,2019
452,National Tsing Hua University,"16,037",15.6,0.08,37.1–41.6,31.2,35.6,55.8,50.6,33.2,2019
453,University of Nebraska Medical Center,"2,806",2.3,0.08,37.1–41.6,37.5,11.6,60.6,37.8,43.8,2019
454,New Mexico Institute of Mining and Technology,"1,791",6.3,0.09,37.1–41.6,23.6,10,85.1,57.7,60.6,2019
455,Northern Arizona University,"27,449",26.6,0.05,37.1–41.6,18.6,13.3,87,34.2,30,2019
456,Northumbria University,"22,085",17.9,0.16,37.1–41.6,17.2,17.1,78.7,34.6,70.5,2019
457,University of Oklahoma,"27,352",10.3,0.07,37.1–41.6,34.8,18.4,68.5,38.8,38.7,2019
458,Örebro University,"9,437",19.4,0.02,37.1–41.6,18.5,21,86.3,35.3,38.3,2019
459,University of Pavia,"24,032",39.2,0.07,37.1–41.6,21.9,23.6,73,53.8,46.1,2019
460,University of Plymouth,"17,900",17.5,0.15,37.1–41.6,18.7,19.5,69.7,34.5,69.4,2019
461,Polytechnic University of Bari,"6,107",23.6,0.01,37.1–41.6,15.7,17.9,91.8,36.5,29.4,2019
462,Polytechnic University of Turin,"31,008",30.4,0.14,37.1–41.6,23.7,21.2,66.9,50.5,47.3,2019
463,University of Porto,"31,855",18.9,0.12,37.1–41.6,27.5,27.2,55.7,38.8,50.5,2019
464,University of Portsmouth,"19,305",15.4,0.26,37.1–41.6,16.7,15.3,69.3,34.3,86.1,2019
465,Qatar University,"14,395",17.5,0.43,37.1–41.6,18.4,24.1,62.5,53.1,99.8,2019
466,RMIT University,"32,151",20.2,0.27,37.1–41.6,23.5,23.5,58.5,40.9,89.6,2019
467,University of Rome II – Tor Vergata,"34,899",19.2,0.07,37.1–41.6,22.6,16.6,74.6,36.3,45.3,2019
468,University of Rome III,"32,615",52.7,0.04,37.1–41.6,27.7,23.5,70.3,37.6,39.9,2019
469,Rovira i Virgili University,"12,709",12.7,0.10,37.1–41.6,24.2,20.2,76.2,36,49.1,2019
470,Royal Veterinary College,"1,965",10.3,0.17,37.1–41.6,24.5,17.3,69,40.1,84.7,2019
471,University of St Gallen,"7,495",11.7,0.35,37.1–41.6,32,19.5,57.6,43,96.3,2019
472,University of Saskatchewan,"16,884",16.7,0.19,37.1–41.6,35.7,26,43.6,75,70.7,2019
473,Sciences Po,"11,584",44,0.34,37.1–41.6,34.4,25.3,57.1,36.7,72.7,2019
474,Semmelweis University,"10,809",9.6,0.32,37.1–41.6,24.2,12,66.4,36,77.9,2019
475,University of Siegen,"19,586",43.3,0.11,37.1–41.6,21.1,24.5,63.9,40.3,53.8,2019
476,SOAS University of London,"4,965",11.7,0.54,37.1–41.6,44.4,36.9,27.8,34.1,78.9,2019
477,University of South Carolina-Columbia,"31,547",16.2,0.06,37.1–41.6,32.9,26.5,65.4,35.1,42.8,2019
478,University of Strasbourg,"45,482",18.5,0.20,37.1–41.6,28.1,21.2,64.1,37.8,70.6,2019
479,University of Strathclyde,"17,725",19.4,0.27,37.1–41.6,25.1,30.3,49.7,45.2,85.2,2019
480,SUNY University at Albany,"15,954",16.2,0.10,37.1–41.6,21.7,35.2,65.5,37.5,48.6,2019
481,Swinburne University of Technology,"12,862",25.3,0.26,37.1–41.6,24,26.7,59.3,38.7,77.2,2019
482,Tampere University of Technology,"5,439",21.4,0.10,37.1–41.6,25.9,21,58.2,71.2,55.5,2019
483,Teikyo University,"23,711",18.1,0.02,37.1–41.6,13.7,10.2,93.1,35.9,18.2,2019
484,Tokyo Medical and Dental University (TMDU),"2,986",3.2,0.08,37.1–41.6,41.2,21.1,55.5,61.7,26,2019
485,Tokyo Metropolitan University,"9,185",13.4,0.04,37.1–41.6,21.7,16.3,76.3,37.3,25.3,2019
486,Tongji University,"36,511",13.5,0.10,37.1–41.6,37.5,41.7,31,98.4,50.5,2019
487,University of Trieste,"16,084",22.9,0.09,37.1–41.6,29.6,20.1,71.3,36.1,48.5,2019
488,University of Tsukuba,"16,717",13.3,0.20,37.1–41.6,42.8,34.5,34,45.3,42.4,2019
489,The University of Tulsa,"4,563",11.9,0.23,37.1–41.6,33.4,14.8,60.1,51.3,44.8,2019
490,University of Turin,"52,495",27.9,0.08,37.1–41.6,19.9,24.3,73.4,44.7,43.6,2019
491,UiT The Arctic University of Norway,"16,266",13.4,0.10,37.1–41.6,20.1,15.4,78.5,37.9,62.9,2019
492,University of Urbino Carlo Bo,"14,386",40.3,0.06,37.1–41.6,16.1,12.7,88,36.3,48.3,2019
493,University of Valencia,"50,927",16.7,0.11,37.1–41.6,28,19.6,68,36.3,44.9,2019
494,Verona University,"19,030",26.1,0.05,37.1–41.6,32,18.9,72.3,41.6,41.3,2019
495,Victoria University of Wellington,"17,391",19.1,0.21,37.1–41.6,23.1,30.7,50.1,55.1,88.6,2019
496,University of Waikato,"9,805",17.1,0.18,37.1–41.6,19.8,23.8,65.5,42.2,84.4,2019
497,University of the West of Scotland,"11,160",20.7,0.18,37.1–41.6,13.2,12.2,79.1,37,69.9,2019
498,University of Wisconsin-Milwaukee,"21,251",19.1,0.06,37.1–41.6,19.6,20.9,72.5,35.3,31.8,2019
499,Amirkabir University of Technology,"11,918",21.7,0.02,33.5–37.0,34.5,28.9,39.6,75.1,18.8,2019
500,University of Aveiro,"9,842",16.5,0.11,33.5–37.0,29.2,25.8,43.4,40.3,51,2019
501,University of the Balearic Islands,"11,507",12.7,0.06,33.5–37.0,19.7,12.9,71.6,34.7,45.5,2019
502,Beihang University,"29,520",14.4,0.06,33.5–37.0,33.2,33.8,30.7,99.2,26.6,2019
503,University of Bergamo,"17,349",56.7,0.06,33.5–37.0,20.6,20,61.6,43.6,34.8,2019
504,Bilkent University,"10,659",15,0.07,33.5–37.0,22.2,21.7,59.4,39.5,61,2019
505,Boğaziçi University,"12,374",25.4,0.07,33.5–37.0,21.8,22.5,56.1,60.3,46,2019
506,Bond University,"3,273",10.7,0.41,33.5–37.0,19.4,20,57.1,34.6,88.2,2019
507,Université Bourgogne Franche-Comté (UBFC),"58,837",33.6,0.11,33.5–37.0,22.3,14.1,61.5,38.9,50.4,2019
508,Bournemouth University,"12,775",16.5,0.19,33.5–37.0,28.9,17.6,51.8,35,79.5,2019
509,University of Brescia,"14,296",26.2,0.07,33.5–37.0,14.6,15.8,74,38.4,41.8,2019
510,Carleton University,"26,856",30.3,0.20,33.5–37.0,20.1,28.9,49.6,36.8,68.1,2019
511,University of Catania,"26,267",20.6,0.01,33.5–37.0,27.3,15.8,67.8,35.4,29.1,2019
512,Central Queensland University,"13,770",26.4,0.28,33.5–37.0,20.1,11.6,63.7,36.7,60.6,2019
513,Charles Darwin University,"6,537",25.7,0.34,33.5–37.0,19.5,26.4,49.6,44.4,80.8,2019
514,Chemnitz University of Technology,"10,831",47.3,0.22,33.5–37.0,34.5,25.2,34.1,61.1,52.2,2019
515,"China Medical University, Taiwan","7,730",17,0.10,33.5–37.0,24.4,36,47.5,84.9,32,2019
516,Chung-Ang University,"13,815",18.9,0.18,33.5–37.0,38.8,36.3,25.4,65.3,49.3,2019
517,University of Coimbra,"21,236",17.4,0.17,33.5–37.0,22.7,26.3,46.3,40.1,56.3,2019
518,Creighton University,"8,281",11.5,0.10,33.5–37.0,40.5,11.4,58,36.2,31.7,2019
519,East China Normal University,"25,237",11.5,0.17,33.5–37.0,25.8,21,48.4,49.8,55.3,2019
520,Edith Cowan University,"17,100",36,0.26,33.5–37.0,17.4,20.8,58.9,37.7,81.7,2019
521,University of Graz,"20,586",22.2,0.14,33.5–37.0,20.2,18.4,51.2,35.1,76.8,2019
522,University of Guelph,"21,644",27.8,0.05,33.5–37.0,25.1,28.7,48.8,49.8,55.2,2019
523,Hacettepe University,"42,827",19.9,0.04,33.5–37.0,32.6,11.4,58.8,35.8,24.4,2019
524,University of Hull,"13,435",16.9,0.18,33.5–37.0,23.1,21.5,55.6,36.1,74.3,2019
525,Hunan University,"42,692",22.5,0.02,33.5–37.0,22.2,21.2,61.2,52,20.4,2019
526,University of Idaho,"9,675",17.2,0.08,33.5–37.0,31.8,20.3,50.7,36,44.2,2019
527,Indian Institute of Technology Delhi,"8,130",14.9,0.01,33.5–37.0,43.3,19.8,48.5,52.6,17.4,2019
528,Indian Institute of Technology Kanpur,"6,609",15.2,0.01,33.5–37.0,37.8,24.6,38,98.2,19,2019
529,Indian Institute of Technology Kharagpur,"9,397",13.9,0.00,33.5–37.0,36.6,30.7,43.2,59.9,21.8,2019
530,Johannes Kepler University of Linz,"6,345",11.1,0.11,33.5–37.0,34.7,17.7,48.5,54.8,62.6,2019
